FISCAL YEAR,FUND CODE,FUND DESCRIPTION,DEPARTMENT DESCRIPTION,DIVISION DESCRIPTION,ACCOUNT DESCRIPTION,BUDGET,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,249,Building Inspection Fund,Permits,Rental Program,Hospitalization Insurance.Hospitalization Insurance,43753,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Hospitalization Insurance.Hospitalization Insurance,14319,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Hospitalization Insurance.Hospitalization Insurance,34045,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Permits,Life Insurance.Life Insurance,462,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Life Insurance.Life Insurance,147,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Life Insurance.Life Insurance,84,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Rental Program,Life Insurance.Life Insurance,179,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Life Insurance.Life Insurance,54,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Pension.Pension,15648,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Rental Program,Pension.Pension,46007,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Pension.Pension,19262,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Pension.Pension,40987,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Permits,Pension.Pension,129377,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Pension.DC Plan,5022,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Pension.DC Plan,4755,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Rental Program,Pension.DC Plan,6849,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Pension.DC Plan,362,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Permits,Pension.DC Plan,13470,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Permits,Pension.Retiree Health - DC Plan,5049,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Pension.Retiree Health - DC Plan,143,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Pension.Retiree Health - DC Plan,992,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Rental Program,Pension.Retiree Health - DC Plan,2765,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Pension.Retiree Health - DC Plan,1205,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Permits,Workers Comp. Insurance.Work Comp. Insurance,4670,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Workers Comp. Insurance.Work Comp. Insurance,490,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Rental Program,Workers Comp. Insurance.Work Comp. Insurance,1705,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Workers Comp. Insurance.Work Comp. Insurance,839,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Workers Comp. Insurance.Work Comp. Insurance,1519,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Permits,CIP and Longevity.CIP and Longevity,4402,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,CIP and Longevity.CIP and Longevity,1748,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,CIP and Longevity.CIP and Longevity,434,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Rental Program,CIP and Longevity.CIP and Longevity,1078,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,CIP and Longevity.CIP and Longevity,760,Expense,Personal Services
2019,249,Building Inspection Fund,Permits,Permits,Office Supplies.Office Supplies,4500,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Office Supplies.Office Supplies,500,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Rental Program,Office Supplies.Office Supplies,3300,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Office Supplies.Office Supplies,800,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Office Supplies.Office Supplies,2300,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Uniforms.Uniforms,300,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Uniforms.Uniforms,750,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Rental Program,Uniforms.Uniforms,625,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Permits,Uniforms.Uniforms,1500,Expense,Supplies
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Professional Services.Noise / Sound Control Contract,500,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Administrative Fee.Administrative Fee,20019,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Administrative Fee.Administrative Fee,20019,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Administrative Fee.Administrative Fee,20019,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Administrative Fee.Administrative Fee,20019,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Software Services.Software Services,3185,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Software Services.Software Services,1250,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Software Services.Software Services,562,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Software Services.Software Services,1673,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Geographic & IT Information Services.Geographic & IT Info Services,8600,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Geographic & IT Information Services.Geographic & IT Info Services,8600,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Contract Labor.Contract Labor,2030,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Communications.Cellular Phones,2800,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Communications.Cellular Phones,1400,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Communications.Cellular Phones,450,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Communications.Cellular Phones,1060,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Communications.Cellular Phones,326,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Travel and Training.Travel and Training,625,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Travel and Training.Travel and Training,600,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Travel and Training.Travel and Training,8000,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Insurance.Liability,2483,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Insurance.Liability,1336,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Insurance.Liability,2838,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Insurance.Liability,971,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Insurance.Liability,7465,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Insurance.Property and Bonds,10,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Insurance.Property and Bonds,10,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Insurance.Property and Bonds,10,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Insurance.Property and Bonds,10,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Weed Cutting.Weed Cutting,9000,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Payment.Property Maintenance,11000,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Rentals.City Hall Office Space,6570,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Rentals.City Hall Office Space,6570,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Zoning and Other Programs,Rentals.City Hall Office Space,6570,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Rentals.City Hall Office Space,6570,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Motor Pool Rental.Equipment Rental,8250,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Motor Pool Rental.Equipment Rental,3850,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Motor Pool Rental.Equipment Rental,10800,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Motor Pool Rental.Equipment Rental,21550,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Motor Pool Rental.Equipment Maintenance,4500,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Motor Pool Rental.Equipment Maintenance,816,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Motor Pool Rental.Equipment Maintenance,1800,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Motor Pool Rental.Equipment Maintenance,2430,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Motor Pool Rental.Equipment - Fuel,1870,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Motor Pool Rental.Equipment - Fuel,900,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Motor Pool Rental.Equipment - Fuel,1400,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Motor Pool Rental.Equipment - Fuel,4300,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Other Services.Other Services,5060,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - CDBG Eligible,Other Services.Other Services,350,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Other Services.Other Services,500,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Rental Program,Other Services.Other Services,400,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Housing Demolition.Housing Demolition,10000,Expense,Other Services and Charges
2019,249,Building Inspection Fund,Permits,Permits,Capital Outlay.Computer Equipment,960,Expense,Capital Outlay
2019,249,Building Inspection Fund,Permits,Code Enforcement - Other,Capital Outlay.Computer Equipment,700,Expense,Capital Outlay
2019,249,Building Inspection Fund,Permits,Rental Program,Capital Outlay.Computer Equipment,350,Expense,Capital Outlay
2019,249,Building Inspection Fund,,,Licenses.Licenses,16250,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Registration Fees.Rental,263775,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Permits.Building,726530,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Permits.Electrical,150775,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Permits.Electrical Inspections,14800,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Permits.Mechanical,141900,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Permits.Mechanical Inspections,5600,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Permits.Plumbing,67600,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Permits.Plumbing Inspections,14000,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Permits.Other,16950,Revenue,Licenses and Permits
2019,249,Building Inspection Fund,,,Federal Grant Revenue.Grant Revenue,55000,Revenue,Federal Grants
2019,249,Building Inspection Fund,,,Board of Appeals Fees.Board of Appeals Fees,10000,Revenue,Charges for Service
2019,249,Building Inspection Fund,,,Fees.Weed Cutting Services,13500,Revenue,Charges for Service
2019,249,Building Inspection Fund,,,Fees.Demolition Services,15000,Revenue,Charges for Service
2019,249,Building Inspection Fund,,,Fees.Property Maintenance Services,16000,Revenue,Fines and Forfeitures
2019,249,Building Inspection Fund,,,Fees.Vacant Bldg Insp Services,30000,Revenue,Charges for Service
2019,249,Building Inspection Fund,,,Interest on Investments.Interest on Investments,3500,Revenue,Interest and Rentals
2019,249,Building Inspection Fund,,,Miscellaneous Income.Penalties & Invoice Adjustments ,10000,Revenue,Other Revenues
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Salaries.Salaries,51327,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,Salaries.Salaries,53734,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,F.I.C.A..F.I.C.A.,4101,Expense,Personal Services
2019,256,Community Development Fund,Planning,Rehabilitation 2019,F.I.C.A..F.I.C.A.,3977,Expense,Personal Services
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Hospitalization Insurance.Hospitalization Insurance,16281,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,Hospitalization Insurance.Hospitalization Insurance,11605,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,Life Insurance.Life Insurance,72,Expense,Personal Services
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Life Insurance.Life Insurance,70,Expense,Personal Services
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Pension.Pension,15774,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,Pension.Pension,19382,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,Pension.DC Plan,323,Expense,Personal Services
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Pension.DC Plan,2023,Expense,Personal Services
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Pension.Retiree Health - DC Plan,659,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,Pension.Retiree Health - DC Plan,40,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,Workers Comp. Insurance.Work Comp. Insurance,912,Expense,Personal Services
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Workers Comp. Insurance.Work Comp. Insurance,337,Expense,Personal Services
2019,256,Community Development Fund,Planning,Rehabilitation 2019,CIP and Longevity.CIP and Longevity,636,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,CIP and Longevity.CIP and Longevity,898,Expense,Personal Services
2019,256,Community Development Fund,Planning,Administration 2019,Office Supplies.Office Supplies,390,Expense,Supplies
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Office Supplies.Office Supplies,290,Expense,Supplies
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Professional Services.Professional Services,3580,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Administration 2019,Professional Services.Professional Services,7800,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Software Services.Software Services,2500,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Communications.Cellular Phones,240,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Administration 2019,Communications.Cellular Phones,210,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Administration 2018,Travel and Training.Travel and Training,0,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Administration 2019,Travel and Training.Travel and Training,1760,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Travel and Training.Travel and Training,1250,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Administration 2019,Printing & Advertising.Printing & Advertising,600,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Printing & Advertising.Printing & Advertising,150,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Insurance.Liability,1103,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Administration 2019,Insurance.Liability,1141,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Motor Pool Rental.Equipment Rental,800,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Motor Pool Rental.Equipment Maintenance,750,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Motor Pool Rental.Equipment - Fuel,300,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Rehabilitation 2019,Other Services.Other Services,4225,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Administration 2019,Other Services.Other Services,700,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2018,Other Services.Demolition,5000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Demolition,5000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Fair Housing Services,7500,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,Administration 2019,Other Services.HUD Continuum of Care Admin,5000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Rehab Loans,143982,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2018,Other Services.Rehab Loans,129662,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Home Repair Services,52500,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2018,Other Services.Home Repair Services,17500,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2018,Other Services.Salvation Army Rental Assistance,0,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Salvation Army Rental Assistance,15000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Family Promise-Rehousing ,30000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Family Promise-Stabilization,20000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Hispanic Center Youth Program,15000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Commercial Rehab Loans,30000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Other Services.Code Enforcement,55000,Expense,Other Services and Charges
2019,256,Community Development Fund,Planning,CDBG Activities 2019,Capital Outlay.Pinery Park Improvements,2500,Expense,Capital Outlay
2019,256,Community Development Fund,Planning,CDBG Activities 2018,Capital Outlay.Pinery Park Improvements,2500,Expense,Capital Outlay
2019,256,Community Development Fund,General Government,2018,Federal Grant Revenue.Grant Revenue,154662,Revenue,Federal Grants
2019,256,Community Development Fund,General Government,2019,Federal Grant Revenue.Grant Revenue,479426,Revenue,Federal Grants
2019,256,Community Development Fund,General Government,2017,Federal Grant Revenue.Grant Revenue,0,Revenue,Federal Grants
2019,256,Community Development Fund,General Government,2016,Federal Grant Revenue.Grant Revenue,0,Revenue,Federal Grants
2019,256,Community Development Fund,,,Interest Income.Interest Income,14000,Revenue,Interest and Rentals
2019,256,Community Development Fund,,,Interest Income.Commercial Loans,500,Revenue,Interest and Rentals
2019,256,Community Development Fund,,,Reimbursements.H.R.S. Co Pay,7000,Revenue,Other Revenues
2019,256,Community Development Fund,,,Reimbursements.Grants,28000,Revenue,Other Revenues
2019,256,Community Development Fund,,,Loan Payments.Loan Payments,61296,Revenue,Other Revenues
2019,256,Community Development Fund,,,Loan Payments.Commercial,1000,Revenue,Other Revenues
2019,256,Community Development Fund,,,Miscellaneous Income.Miscellaneous Income,200,Revenue,Other Revenues
2019,265,Drug Law Enforcement Fund,Police,Patrol,Capital Outlay.State Grant Funds ,109286,Expense,Capital Outlay
2019,265,Drug Law Enforcement Fund,Police,Patrol,Capital Outlay.Federal Justice Grant ,39600,Expense,Capital Outlay
2019,265,Drug Law Enforcement Fund,,,Interest on Investments.Interest on Investments,0,Revenue,Interest and Rentals
2019,271,Library Fund,Facilities,Facilities Maintenance,Hospitalization Insurance.Hospitalization Insurance,0,Expense,Personal Services
2019,271,Library Fund,Facilities,Facilities Maintenance,Public Utilities.Public Utilities,0,Expense,Other Services and Charges
2019,271,Library Fund,,,Delinquent Tax Revenue.Delinquent Tax Revenue,0,Revenue,Taxes
2019,271,Library Fund,,,Contributions from Local Units.District Library Share Maint,0,Revenue,Contributions from Local Units
2019,301,Debt Service Fund,,,Delinquent Property Taxes.GO Library,0,Revenue,Taxes
2019,320,MTF Major Str Debt Service Fund,Finance,MTF Bonds,Bond Payments.2009 Series,330000,Expense,Debt Service
2019,320,MTF Major Str Debt Service Fund,Finance,MTF Bonds,Interest on Bonds.2009,91413,Expense,Debt Service
2019,320,MTF Major Str Debt Service Fund,Finance,MTF Bonds,Paying Agent Fees.2009,750,Expense,Debt Service
2019,320,MTF Major Str Debt Service Fund,,,Transfer.From Cap Impr,422163,Revenue,Other Financing Sources
2019,400,Capital Improvement Fund,Public Works,Administration,Administrative Fee.Administrative Fee,230386,Expense,Other Services and Charges
2019,400,Capital Improvement Fund,Public Works,Administration,Administrative Fee.Engineering Allocation,549997,Expense,Other Services and Charges
2019,400,Capital Improvement Fund,Public Works,Storm Sewer Contruction,Capital Outlay.Storm Sewer,400000,Expense,Capital Outlay
2019,400,Capital Improvement Fund,Public Works,Major Street Construction,Capital Outlay.Major Street Construction,0,Expense,Capital Outlay
2019,400,Capital Improvement Fund,Public Works,Transfers,Transfers.Major Streets,4200000,Expense,Transfers Out
2019,400,Capital Improvement Fund,Public Works,Transfers,Transfers.To MTF Major Street,422165,Expense,Transfers Out
2019,400,Capital Improvement Fund,,,Property Taxes.Property Taxes,3209000,Revenue,Taxes
2019,400,Capital Improvement Fund,,,Delinquent Tax Revenue.Delinquent Tax Revenue,-32100,Revenue,Taxes
2019,400,Capital Improvement Fund,,,Property Taxes.Serv Charge In Lieu Of Tax,3400,Revenue,Taxes
2019,400,Capital Improvement Fund,,,Property Taxes.Act 425 Serv Chg In Lieu of Tax,5700,Revenue,Taxes
2019,400,Capital Improvement Fund,,,Property Taxes.Act 425 Payments to Other Govern,-7200,Revenue,Taxes
2019,400,Capital Improvement Fund,,,Property Taxes.IFT Revenue,57900,Revenue,Taxes
2019,400,Capital Improvement Fund,,,Property Tax.PPT Reimbursement-LCSA,81341,Revenue,Taxes
2019,400,Capital Improvement Fund,,,Federal Grants.Highways & Streets,2390000,Revenue,Federal Grants
2019,400,Capital Improvement Fund,,,Storm Sewer Fees.Storm Sewer Fees,0,Revenue,Charges for Service
2019,400,Capital Improvement Fund,,,Interest on Investments.Interest on Investments,7000,Revenue,Interest and Rentals
2019,400,Capital Improvement Fund,,,Reimbursements.Reimbursements,0,Revenue,Other Revenues
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Salaries.Salaries,56792,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Salaries - Temporary.Salaries - Temporary,1500,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Salaries - Overtime.Salaries - Overtime,1000,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,F.I.C.A..F.I.C.A.,4632,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Hospitalization Insurance.Hospitalization Insurance,20996,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Life Insurance.Life Insurance,78,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Pension.Pension,23308,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Pension.DC Plan,1045,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Pension.Retiree Health - DC Plan,501,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Workers Comp. Insurance.Work Comp. Insurance,2050,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,CIP and Longevity.CIP and Longevity,1177,Expense,Personal Services
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Operating Supplies.Operating Supplies,26050,Expense,Supplies
2019,401,Library Maint & Capital Fund,Facilities,Administration,Administrative Fee.Administrative Fee,42244,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Communications.Communications,5200,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Travel and Training.Travel and Training,400,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Insurance.Liability,1275,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Insurance.Property and Bonds,2990,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Public Utilities.Public Utilities,125590,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Repairs and Maintenance.Repairs and Maintenance,90720,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Motor Pool Rental.Equipment Rental,11000,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Motor Pool Rental.Equipment Maintenance,3500,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Motor Pool Rental.Equipment - Fuel,3000,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Other Services.Other Services,250,Expense,Other Services and Charges
2019,401,Library Maint & Capital Fund,Facilities,Facilities Maintenance,Capital Outlay.Capital Outlay,24500,Expense,Capital Outlay
2019,401,Library Maint & Capital Fund,,,Property Taxes.Property Taxes,757000,Revenue,Taxes
2019,401,Library Maint & Capital Fund,,,Delinquent Tax Revenue.Delinquent Tax Revenue,-7600,Revenue,Taxes
2019,401,Library Maint & Capital Fund,,,Property Taxes.Serv Charge In Lieu Of Tax,800,Revenue,Taxes
2019,401,Library Maint & Capital Fund,,,Property Taxes.Act 425 Serv Chg In Lieu of Tax,1300,Revenue,Taxes
2019,401,Library Maint & Capital Fund,,,Property Taxes.Act 425 Payments to Other Govern,-1700,Revenue,Taxes
2019,401,Library Maint & Capital Fund,,,Property Taxes.IFT Revenue,13600,Revenue,Taxes
2019,401,Library Maint & Capital Fund,,,Property Tax.PPT Reimbursement-LCSA,5188,Revenue,Taxes
2019,401,Library Maint & Capital Fund,,,Contributions from Local Units.District Library Share Maint,61540,Revenue,Contributions from Local Units
2019,401,Library Maint & Capital Fund,,,Interest on Investments.Interest on Investments,3000,Revenue,Interest and Rentals
2019,401,Library Maint & Capital Fund,,,Property Rental Income.Property Rental Income,1000,Revenue,Interest and Rentals
2019,589,Sewer - Construction Reserve,,,Transfer.from Sewer Operating,90000,Revenue,Other Financing Sources
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Salaries.Salaries,60000,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Salaries.Salaries,287350,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Salaries.Salaries,1173931.96,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Salaries.Salaries,262990,Expense,Personal Services
