FISCAL YEAR,GL_Organization_Scrunched,GL_Level_1,FUND DESCRIPTION,GL_Level_2,DEPARTMENT DESCRIPTION,GL_Level_3,ACTIVITY DESCRIPTION,GL_Base_and_Detail_Scrunched,ACCOUNT DESCRIPTION,GL_Account_ID,GL_Account_Delimited,Budget,Amendments,TOTAL BUDGET,Prior_Year_Budget,Prior_year_Ammendments,PRIOR YEAR TOTAL BUDGET,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Organization_Function,Organization_Function_Sequence,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,24937137100,249,Building Inspection Fund,371,Permits,37100,Permits,910000,Insurance.Liability,9139,249-371-37100-910.000,7465,0,7465,3550,0,3550,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137100,249,Building Inspection Fund,371,Permits,37100,Permits,910100,Insurance.Property and Bonds,9254,249-371-37100-910.100,10,0,10,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,910100,Insurance.Property and Bonds,11701,249-371-37210-910.100,10,0,10,10,0,10,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137300,249,Building Inspection Fund,371,Permits,37300,Rental Program,910100,Insurance.Property and Bonds,11715,249-371-37300-910.100,10,0,10,10,0,10,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937172200,249,Building Inspection Fund,371,Permits,72200,Zoning and Other Programs,910100,Insurance.Property and Bonds,11721,249-371-72200-910.100,10,0,10,10,0,10,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,931000,Weed Cutting.Weed Cutting,11702,249-371-37210-931.000,9000,0,9000,9000,0,9000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,932000,Payment.Property Maintenance,11703,249-371-37210-932.000,11000,0,11000,10000,0,10000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137100,249,Building Inspection Fund,371,Permits,37100,Permits,940200,Rentals.City Hall Office Space,9141,249-371-37100-940.200,6570,0,6570,7875,0,7875,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,940200,Rentals.City Hall Office Space,11704,249-371-37210-940.200,6570,0,6570,7875,0,7875,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937172200,249,Building Inspection Fund,371,Permits,72200,Zoning and Other Programs,940200,Rentals.City Hall Office Space,11722,249-371-72200-940.200,6570,0,6570,7875,0,7875,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137300,249,Building Inspection Fund,371,Permits,37300,Rental Program,940200,Rentals.City Hall Office Space,11716,249-371-37300-940.200,6570,0,6570,7875,0,7875,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137300,249,Building Inspection Fund,371,Permits,37300,Rental Program,947100,Motor Pool Rental.Equipment Rental,11680,249-371-37300-947.100,8250,0,8250,10481,0,10481,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137220,249,Building Inspection Fund,371,Permits,37220,Code Enforcement - CDBG Eligible,947100,Motor Pool Rental.Equipment Rental,11671,249-371-37220-947.100,3850,0,3850,5025,0,5025,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,947100,Motor Pool Rental.Equipment Rental,11662,249-371-37210-947.100,10800,0,10800,7750,0,7750,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137100,249,Building Inspection Fund,371,Permits,37100,Permits,947100,Motor Pool Rental.Equipment Rental,9142,249-371-37100-947.100,21550,0,21550,22900,0,22900,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137100,249,Building Inspection Fund,371,Permits,37100,Permits,947200,Motor Pool Rental.Equipment Maintenance,9143,249-371-37100-947.200,4500,0,4500,4704,0,4704,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137220,249,Building Inspection Fund,371,Permits,37220,Code Enforcement - CDBG Eligible,947200,Motor Pool Rental.Equipment Maintenance,11727,249-371-37220-947.200,816,0,816,1056,0,1056,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137300,249,Building Inspection Fund,371,Permits,37300,Rental Program,947200,Motor Pool Rental.Equipment Maintenance,11732,249-371-37300-947.200,1800,0,1800,2210,0,2210,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,947200,Motor Pool Rental.Equipment Maintenance,11705,249-371-37210-947.200,2430,0,2430,1650,0,1650,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,947300,Motor Pool Rental.Equipment - Fuel,11663,249-371-37210-947.300,1870,0,1870,1150,0,1150,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137220,249,Building Inspection Fund,371,Permits,37220,Code Enforcement - CDBG Eligible,947300,Motor Pool Rental.Equipment - Fuel,11672,249-371-37220-947.300,900,0,900,741,300,1041,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137300,249,Building Inspection Fund,371,Permits,37300,Rental Program,947300,Motor Pool Rental.Equipment - Fuel,11681,249-371-37300-947.300,1400,0,1400,2208,0,2208,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137100,249,Building Inspection Fund,371,Permits,37100,Permits,947300,Motor Pool Rental.Equipment - Fuel,9144,249-371-37100-947.300,4300,0,4300,3300,0,3300,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137100,249,Building Inspection Fund,371,Permits,37100,Permits,956000,Other Services.Other Services,9145,249-371-37100-956.000,5060,0,5060,8010,-800,7210,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137220,249,Building Inspection Fund,371,Permits,37220,Code Enforcement - CDBG Eligible,956000,Other Services.Other Services,11711,249-371-37220-956.000,350,0,350,100,200,300,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,956000,Other Services.Other Services,11706,249-371-37210-956.000,500,0,500,500,0,500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137300,249,Building Inspection Fund,371,Permits,37300,Rental Program,956000,Other Services.Other Services,11733,249-371-37300-956.000,400,0,400,100,0,100,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,964000,Housing Demolition.Housing Demolition,11707,249-371-37210-964.000,10000,0,10000,12000,0,12000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,24937137100,249,Building Inspection Fund,371,Permits,37100,Permits,984017,Capital Outlay.Computer Equipment,11243,249-371-37100-984.017,960,0,960,5320,0,5320,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Capital Outlay
2019,24937137210,249,Building Inspection Fund,371,Permits,37210,Code Enforcement - Other,984017,Capital Outlay.Computer Equipment,11708,249-371-37210-984.017,700,0,700,1900,0,1900,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Capital Outlay
2019,24937137300,249,Building Inspection Fund,371,Permits,37300,Rental Program,984017,Capital Outlay.Computer Equipment,11717,249-371-37300-984.017,350,0,350,2400,0,2400,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Capital Outlay
2019,249,249,Building Inspection Fund,,,,,451000,Licenses.Licenses,3324,249-451.000,16250,0,16250,9490,0,9490,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,476000,Registration Fees.Rental,3326,249-476.000,263775,0,263775,248993,0,248993,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,477000,Permits.Building,3328,249-477.000,726530,0,726530,655290,0,655290,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,479000,Permits.Electrical,3330,249-479.000,150775,0,150775,144000,0,144000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,479100,Permits.Electrical Inspections,11260,249-479.100,14800,0,14800,15000,0,15000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,480000,Permits.Mechanical,3332,249-480.000,141900,0,141900,130175,0,130175,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,480100,Permits.Mechanical Inspections,11261,249-480.100,5600,0,5600,5200,0,5200,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,481000,Permits.Plumbing,3334,249-481.000,67600,0,67600,65000,0,65000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,481100,Permits.Plumbing Inspections,11262,249-481.100,14000,0,14000,13000,0,13000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,484000,Permits.Other,3336,249-484.000,16950,0,16950,15132,0,15132,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Licenses and Permits
2019,249,249,Building Inspection Fund,,,,,531001,Federal Grant Revenue.Grant Revenue,9564,249-531.001,55000,0,55000,55000,0,55000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Federal Grants
2019,249,249,Building Inspection Fund,,,,,608000,Board of Appeals Fees.Board of Appeals Fees,8954,249-608.000,10000,0,10000,10000,0,10000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Charges for Service
2019,249,249,Building Inspection Fund,,,,,641000,Fees.Weed Cutting Services,3338,249-641.000,13500,0,13500,18000,0,18000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Charges for Service
2019,249,249,Building Inspection Fund,,,,,641010,Fees.Demolition Services,7977,249-641.010,15000,0,15000,11000,0,11000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Charges for Service
2019,249,249,Building Inspection Fund,,,,,641011,Fees.Property Maintenance Services,9255,249-641.011,16000,0,16000,19200,0,19200,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Fines and Forfeitures
2019,249,249,Building Inspection Fund,,,,,641020,Fees.Vacant Bldg Insp Services,8296,249-641.020,30000,0,30000,30000,0,30000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Charges for Service
2019,249,249,Building Inspection Fund,,,,,664000,Interest on Investments.Interest on Investments,3340,249-664.000,3500,0,3500,9000,0,9000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Interest and Rentals
2019,249,249,Building Inspection Fund,,,,,688001,Miscellaneous Income.Penalties & Invoice Adjustments ,9888,249-688.001,10000,0,10000,7000,0,7000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Other Revenues
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,706000,Salaries.Salaries,12891,256-400-69119-706.000,51327,6101,57428,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,706000,Salaries.Salaries,12875,256-400-17519-706.000,53734,0,53734,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,715000,F.I.C.A..F.I.C.A.,12876,256-400-17519-715.000,4101,0,4101,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,715000,F.I.C.A..F.I.C.A.,12892,256-400-69119-715.000,3977,0,3977,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,716000,Hospitalization Insurance.Hospitalization Insurance,12893,256-400-69119-716.000,16281,0,16281,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,716000,Hospitalization Insurance.Hospitalization Insurance,12877,256-400-17519-716.000,11605,0,11605,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,717000,Life Insurance.Life Insurance,12878,256-400-17519-717.000,72,0,72,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,717000,Life Insurance.Life Insurance,12894,256-400-69119-717.000,70,0,70,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,718000,Pension.Pension,12895,256-400-69119-718.000,15774,0,15774,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,718000,Pension.Pension,12879,256-400-17519-718.000,19382,0,19382,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,718100,Pension.DC Plan,12880,256-400-17519-718.100,323,0,323,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,718100,Pension.DC Plan,12896,256-400-69119-718.100,2023,0,2023,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,718200,Pension.Retiree Health - DC Plan,12897,256-400-69119-718.200,659,0,659,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,718200,Pension.Retiree Health - DC Plan,12881,256-400-17519-718.200,40,0,40,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,719000,Workers Comp. Insurance.Work Comp. Insurance,12882,256-400-17519-719.000,912,0,912,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,719000,Workers Comp. Insurance.Work Comp. Insurance,12898,256-400-69119-719.000,337,0,337,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,721000,CIP and Longevity.CIP and Longevity,12899,256-400-69119-721.000,636,0,636,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,721000,CIP and Longevity.CIP and Longevity,12883,256-400-17519-721.000,898,0,898,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Personal Services
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,727000,Office Supplies.Office Supplies,12884,256-400-17519-727.000,390,0,390,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Supplies
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,727000,Office Supplies.Office Supplies,12900,256-400-69119-727.000,290,0,290,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Supplies
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,801000,Professional Services.Professional Services,12901,256-400-69119-801.000,3580,0,3580,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,801000,Professional Services.Professional Services,12885,256-400-17519-801.000,7800,0,7800,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,806000,Software Services.Software Services,12902,256-400-69119-806.000,2500,0,2500,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,850100,Communications.Cellular Phones,12903,256-400-69119-850.100,240,0,240,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,850100,Communications.Cellular Phones,12886,256-400-17519-850.100,210,0,210,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640017518,256,Community Development Fund,400,Planning,17518,Administration 2018,860000,Travel and Training.Travel and Training,12605,256-400-17518-860.000,0,0,0,1570,0,1570,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Expense,Other Services and Charges
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,860000,Travel and Training.Travel and Training,12887,256-400-17519-860.000,1760,0,1760,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,860000,Travel and Training.Travel and Training,12904,256-400-69119-860.000,1250,0,1250,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,900000,Printing & Advertising.Printing & Advertising,12888,256-400-17519-900.000,600,0,600,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,900000,Printing & Advertising.Printing & Advertising,12905,256-400-69119-900.000,150,0,150,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,910000,Insurance.Liability,12906,256-400-69119-910.000,1103,-0.15,1102.85,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,910000,Insurance.Liability,12889,256-400-17519-910.000,1141,0,1141,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,947100,Motor Pool Rental.Equipment Rental,12907,256-400-69119-947.100,800,0,800,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,947200,Motor Pool Rental.Equipment Maintenance,12908,256-400-69119-947.200,750,0,750,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,947300,Motor Pool Rental.Equipment - Fuel,12909,256-400-69119-947.300,300,0,300,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069119,256,Community Development Fund,400,Planning,69119,Rehabilitation 2019,956000,Other Services.Other Services,12910,256-400-69119-956.000,4225,0,4225,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,956000,Other Services.Other Services,12890,256-400-17519-956.000,700,0,700,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069218,256,Community Development Fund,400,Planning,69218,CDBG Activities 2018,956029,Other Services.Demolition,12631,256-400-69218-956.029,5000,11700,16700,10000,1709.6,11709.6,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956029,Other Services.Demolition,12919,256-400-69219-956.029,5000,6101,11101,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956035,Other Services.Fair Housing Services,12920,256-400-69219-956.035,7500,0,7500,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640017519,256,Community Development Fund,400,Planning,17519,Administration 2019,956036,Other Services.HUD Continuum of Care Admin,12917,256-400-17519-956.036,5000,0,5000,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
