Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,5000
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2500
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Boards and Commissions.Boards and Commissions,1400
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,9065
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,34045
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,147
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.Pension,40987
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.DC Plan,5022
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,992
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1519
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,1748
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,2300
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Supplies,Uniforms.Uniforms,750
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Professional Services.Noise / Sound Control Contract,500
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,20019
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,1673
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,8600
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,1400
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Travel and Training.Travel and Training,600
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Insurance.Liability,2483
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Insurance.Property and Bonds,10
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Weed Cutting.Weed Cutting,9000
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Payment.Property Maintenance,11000
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,6570
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,10800
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2430
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,1870
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Other Services.Other Services,500
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Housing Demolition.Housing Demolition,10000
FY19,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Capital Outlay,Capital Outlay.Computer Equipment,700
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Salaries.Salaries,60908
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,4692
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,14319
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,84
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.Pension,19262
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.DC Plan,4755
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,1205
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,839
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,434
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,800
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Supplies,Uniforms.Uniforms,300
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,562
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,450
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Insurance.Liability,1336
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,3850
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,816
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,900
FY19,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Other Services.Other Services,350
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Salaries.Salaries,130656
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2000
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,10207
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,43753
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,179
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.Pension,46007
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.DC Plan,6849
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,2765
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1705
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,1078
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,3300
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Supplies,Uniforms.Uniforms,625
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,20019
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,1250
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,1060
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Travel and Training.Travel and Training,625
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Insurance.Liability,2838
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Insurance.Property and Bonds,10
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,6570
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,8250
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1800
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,1400
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Other Services.Other Services,400
FY19,Expense,Permits,Rental Program,Building Inspection Fund,Capital Outlay,Capital Outlay.Computer Equipment,350
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Salaries.Salaries,40192
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Boards and Commissions.Boards and Commissions,5400
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,3524
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,8784
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,54
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.Pension,15648
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.DC Plan,362
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,143
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,490
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,760
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,500
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,20019
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,8600
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,326
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Insurance.Liability,971
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Insurance.Property and Bonds,10
FY19,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,6570
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Licenses.Licenses,16250
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Registration Fees.Rental,263775
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Building,726530
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Electrical,150775
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Electrical Inspections,14800
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Mechanical,141900
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Mechanical Inspections,5600
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Plumbing,67600
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Plumbing Inspections,14000
FY19,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Other,16950
FY19,Revenue,,,Building Inspection Fund,Federal Grants,Federal Grant Revenue.Grant Revenue,55000
FY19,Revenue,,,Building Inspection Fund,Charges for Service,Board of Appeals Fees.Board of Appeals Fees,10000
FY19,Revenue,,,Building Inspection Fund,Charges for Service,Fees.Weed Cutting Services,13500
FY19,Revenue,,,Building Inspection Fund,Charges for Service,Fees.Demolition Services,15000
FY19,Revenue,,,Building Inspection Fund,Fines and Forfeitures,Fees.Property Maintenance Services,16000
FY19,Revenue,,,Building Inspection Fund,Charges for Service,Fees.Vacant Bldg Insp Services,30000
FY19,Revenue,,,Building Inspection Fund,Interest and Rentals,Interest on Investments.Interest on Investments,3500
FY19,Revenue,,,Building Inspection Fund,Other Revenues,Miscellaneous Income.Penalties & Invoice Adjustments ,10000
FY19,Revenue,General Government,2018,Community Development Fund,Federal Grants,Federal Grant Revenue.Grant Revenue,154662
FY19,Revenue,General Government,2019,Community Development Fund,Federal Grants,Federal Grant Revenue.Grant Revenue,479426
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Salaries.Salaries,53734
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,F.I.C.A..F.I.C.A.,4101
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,11605
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Life Insurance.Life Insurance,72
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Pension.Pension,19382
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Pension.DC Plan,323
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Pension.Retiree Health - DC Plan,40
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,912
FY19,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,CIP and Longevity.CIP and Longevity,898
FY19,Expense,Planning,Administration 2019,Community Development Fund,Supplies,Office Supplies.Office Supplies,390
FY19,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Professional Services.Professional Services,7800
FY19,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Communications.Cellular Phones,210
FY19,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Travel and Training.Travel and Training,1760
FY19,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,600
FY19,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Insurance.Liability,1141
FY19,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Other Services.Other Services,700
FY19,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Other Services.HUD Continuum of Care Admin,5000
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Salaries.Salaries,51327
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,F.I.C.A..F.I.C.A.,3977
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,16281
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Life Insurance.Life Insurance,70
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Pension.Pension,15774
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Pension.DC Plan,2023
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Pension.Retiree Health - DC Plan,659
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,337
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,CIP and Longevity.CIP and Longevity,636
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Supplies,Office Supplies.Office Supplies,290
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Professional Services.Professional Services,3580
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Software Services.Software Services,2500
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Communications.Cellular Phones,240
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Travel and Training.Travel and Training,1250
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,150
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Insurance.Liability,1103
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,800
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,750
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,300
FY19,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Other Services.Other Services,4225
FY19,Expense,Planning,CDBG Activities 2018,Community Development Fund,Other Services and Charges,Other Services.Demolition,5000
FY19,Expense,Planning,CDBG Activities 2018,Community Development Fund,Other Services and Charges,Other Services.Rehab Loans,129662
FY19,Expense,Planning,CDBG Activities 2018,Community Development Fund,Other Services and Charges,Other Services.Home Repair Services,17500
FY19,Expense,Planning,CDBG Activities 2018,Community Development Fund,Capital Outlay,Capital Outlay.Pinery Park Improvements,2500
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Demolition,5000
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Fair Housing Services,7500
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Rehab Loans,143982
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Home Repair Services,52500
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Salvation Army Rental Assistance,15000
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Family Promise-Rehousing ,30000
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Family Promise-Stabilization,20000
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Hispanic Center Youth Program,15000
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Commercial Rehab Loans,30000
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Code Enforcement,55000
FY19,Expense,Planning,CDBG Activities 2019,Community Development Fund,Capital Outlay,Capital Outlay.Pinery Park Improvements,2500
FY19,Revenue,,,Community Development Fund,Interest and Rentals,Interest Income.Interest Income,14000
FY19,Revenue,,,Community Development Fund,Interest and Rentals,Interest Income.Commercial Loans,500
FY19,Revenue,,,Community Development Fund,Other Revenues,Reimbursements.H.R.S. Co Pay,7000
FY19,Revenue,,,Community Development Fund,Other Revenues,Reimbursements.Grants,28000
FY19,Revenue,,,Community Development Fund,Other Revenues,Loan Payments.Loan Payments,61296
FY19,Revenue,,,Community Development Fund,Other Revenues,Loan Payments.Commercial,1000
FY19,Revenue,,,Community Development Fund,Other Revenues,Miscellaneous Income.Miscellaneous Income,200
FY19,Expense,Police,Patrol,Drug Law Enforcement Fund,Capital Outlay,Capital Outlay.State Grant Funds ,109286
FY19,Expense,Police,Patrol,Drug Law Enforcement Fund,Capital Outlay,Capital Outlay.Federal Justice Grant ,39600
FY19,Expense,Finance,MTF Bonds,MTF Major Str Debt Service Fund,Debt Service,Bond Payments.2009 Series,330000
FY19,Expense,Finance,MTF Bonds,MTF Major Str Debt Service Fund,Debt Service,Interest on Bonds.2009,91413
FY19,Expense,Finance,MTF Bonds,MTF Major Str Debt Service Fund,Debt Service,Paying Agent Fees.2009,750
FY19,Revenue,,,MTF Major Str Debt Service Fund,Other Financing Sources,Transfer.From Cap Impr,422163
FY19,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.Property Taxes,3209000
FY19,Revenue,,,Capital Improvement Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-32100
FY19,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,3400
FY19,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,5700
FY19,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-7200
FY19,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.IFT Revenue,57900
FY19,Revenue,,,Capital Improvement Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,81341
FY19,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Administrative Fee.Administrative Fee,230386
FY19,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Administrative Fee.Engineering Allocation,549997
FY19,Expense,Public Works,Storm Sewer Contruction,Capital Improvement Fund,Capital Outlay,Capital Outlay.Storm Sewer,400000
FY19,Expense,Public Works,Transfers,Capital Improvement Fund,Transfers Out,Transfers.Major Streets,4200000
FY19,Expense,Public Works,Transfers,Capital Improvement Fund,Transfers Out,Transfers.To MTF Major Street,422165
FY19,Revenue,,,Capital Improvement Fund,Federal Grants,Federal Grants.Highways & Streets,2390000
FY19,Revenue,,,Capital Improvement Fund,Interest and Rentals,Interest on Investments.Interest on Investments,7000
FY19,Expense,Facilities,Administration,Library Maint & Capital Fund,Other Services and Charges,Administrative Fee.Administrative Fee,42244
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries.Salaries,56792
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,1500
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,F.I.C.A..F.I.C.A.,4632
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,20996
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Life Insurance.Life Insurance,78
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.Pension,23308
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.DC Plan,1045
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.Retiree Health - DC Plan,501
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2050
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,CIP and Longevity.CIP and Longevity,1177
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Supplies,Operating Supplies.Operating Supplies,26050
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Communications.Communications,5200
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Travel and Training.Travel and Training,400
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Insurance.Liability,1275
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Insurance.Property and Bonds,2990
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Public Utilities.Public Utilities,125590
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,90720
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,11000
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,3500
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,3000
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Other Services.Other Services,250
FY19,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Capital Outlay,Capital Outlay.Capital Outlay,24500
FY19,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.Property Taxes,757000
FY19,Revenue,,,Library Maint & Capital Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-7600
FY19,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,800
FY19,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,1300
FY19,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-1700
FY19,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.IFT Revenue,13600
FY19,Revenue,,,Library Maint & Capital Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,5188
FY19,Revenue,,,Library Maint & Capital Fund,Contributions from Local Units,Contributions from Local Units.District Library Share Maint,61540
FY19,Revenue,,,Library Maint & Capital Fund,Interest and Rentals,Interest on Investments.Interest on Investments,3000
FY19,Revenue,,,Library Maint & Capital Fund,Interest and Rentals,Property Rental Income.Property Rental Income,1000
FY19,Revenue,,,Sewer - Construction Reserve,Other Financing Sources,Transfer.from Sewer Operating,90000
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries.Salaries,287350
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,25000
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,26600
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,26406
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,103595
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Life Insurance.Life Insurance,394
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.Pension,132089
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.DC Plan,1
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,841
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,20105
FY19,Expense,Public Works,Transmission,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,6194
FY19,Expense,Public Works,Transmission,Sewer Fund,Supplies,Uniforms.Uniforms,3000
FY19,Expense,Public Works,Transmission,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,57500
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,25140
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Communications.Communications,2500
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Communications.Cellular Phones,9000
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Travel and Training.Travel and Training,3000
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Insurance.Liability,6821
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Insurance.Property and Bonds,340
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Public Utilities.Public Utilities,25000
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,359000
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Rentals.Rentals,500
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Rentals.Motor Pool Building,34085
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,58000
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,32000
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,11000
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment - Radio System,1400
FY19,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Other Services.Other Services,25000
FY19,Expense,Public Works,Capital Outlay,Sewer Fund,Capital Outlay,Capital Outlay.Sanitary Sewer,800000
