budget_year,department,fund_code,account_type,amount,amount,,,,,
2019,,208,Revenue,Other Revenues,6845.99,,,,,
2019,,208,Revenue,Other Revenues,3200,,,,,
2019,,208,Revenue,Charges for Service,3877.03,,,,,
2019,,208,Revenue,Charges for Service,73000,,,,,
2019,,208,Revenue,Charges for Service,168000,,,,,
2019,,208,Revenue,Charges for Service,11500,,,,,
2019,,208,Revenue,Charges for Service,24500,,,,,
2019,,208,Revenue,Charges for Service,500,,,,,
2019,,208,Revenue,Other Revenues,300,,,,,
2019,,208,Revenue,Charges for Service,16000,,,,,
2019,,208,Revenue,Charges for Service,4000,,,,,
2019,,208,Revenue,Interest and Rentals,11000,,,,,
2019,,208,Revenue,Interest and Rentals,8525,,,,,
2019,,208,Revenue,Other Revenues,5420,,,,,
2019,,208,Revenue,Other Revenues,3300,,,,,
2019,,208,Revenue,Other Revenues,111400,,,,,
2019,,208,Revenue,Other Revenues,1000,,,,,
2019,Public Works,211,Expense,Personal Services,20000,,,,,
2019,Public Works,211,Expense,Personal Services,1000,,,,,
2019,Public Works,211,Expense,Personal Services,2050,,,,,
2019,Public Works,211,Expense,Personal Services,1764,,,,,
2019,Public Works,211,Expense,Personal Services,28,,,,,
2019,Public Works,211,Expense,Personal Services,9117,,,,,
2019,Public Works,211,Expense,Personal Services,0,,,,,
2019,Public Works,211,Expense,Personal Services,0,,,,,
2019,Public Works,211,Expense,Personal Services,1363,,,,,
2019,Public Works,211,Expense,Supplies,3000,,,,,
2019,Public Works,211,Expense,Other Services and Charges,22991,,,,,
2019,Public Works,211,Expense,Other Services and Charges,462,,,,,
2019,Public Works,211,Expense,Other Services and Charges,320000,,,,,
2019,Public Works,211,Expense,Other Services and Charges,29500,,,,,
2019,Public Works,211,Expense,Other Services and Charges,3500,,,,,
2019,Public Works,211,Expense,Other Services and Charges,1500,,,,,
2019,Public Works,211,Expense,Other Services and Charges,750,,,,,
2019,,211,Revenue,Taxes,306000,,,,,
2019,,211,Revenue,Taxes,-3100,,,,,
2019,,211,Revenue,Taxes,430,,,,,
2019,,211,Revenue,Taxes,730,,,,,
2019,,211,Revenue,Taxes,-950,,,,,
2019,,211,Revenue,Taxes,5500,,,,,
2019,,211,Revenue,Taxes,7782,,,,,
2019,,211,Revenue,Interest and Rentals,1700,,,,,
2019,Public Works,230,Expense,Personal Services,90156,,,,,
2019,Public Works,230,Expense,Personal Services,35000,,,,,
2019,Public Works,230,Expense,Personal Services,36800,,,,,
2019,Public Works,230,Expense,Personal Services,12411,,,,,
2019,Public Works,230,Expense,Personal Services,4373,,,,,
2019,Public Works,230,Expense,Personal Services,125,,,,,
2019,Public Works,230,Expense,Personal Services,52793,,,,,
2019,Public Works,230,Expense,Personal Services,1,,,,,
2019,Public Works,230,Expense,Personal Services,12,,,,,
2019,Public Works,230,Expense,Personal Services,9117,,,,,
2019,Public Works,230,Expense,Personal Services,277,,,,,
2019,Public Works,230,Expense,Supplies,4000,,,,,
2019,Public Works,230,Expense,Other Services and Charges,69060,,,,,
2019,Public Works,230,Expense,Other Services and Charges,69790,,,,,
2019,Public Works,230,Expense,Other Services and Charges,1500,,,,,
2019,Public Works,230,Expense,Other Services and Charges,2751,,,,,
2019,Public Works,230,Expense,Other Services and Charges,1000,,,,,
2019,Public Works,230,Expense,Other Services and Charges,15000,,,,,
2019,Public Works,230,Expense,Other Services and Charges,5000,,,,,
2019,Public Works,230,Expense,Other Services and Charges,75000,,,,,
2019,Public Works,230,Expense,Other Services and Charges,40000,,,,,
2019,Public Works,230,Expense,Other Services and Charges,16000,,,,,
2019,Public Works,230,Expense,Other Services and Charges,397000,,,,,
2019,,230,Revenue,Taxes,820000,,,,,
2019,,230,Revenue,Taxes,-8200,,,,,
2019,,230,Revenue,Taxes,750,,,,,
2019,,230,Revenue,Taxes,1200,,,,,
2019,,230,Revenue,Taxes,-1700,,,,,
2019,,230,Revenue,Taxes,14700,,,,,
2019,,230,Revenue,Taxes,18159,,,,,
2019,,230,Revenue,Interest and Rentals,3000,,,,,
2019,,230,Revenue,Interest and Rentals,0,,,,,
2019,,230,Revenue,Other Revenues,0,,,,,
2019,Permits,249,Expense,Personal Services,108270,,,,,
2019,Permits,249,Expense,Personal Services,60908,,,,,
2019,Permits,249,Expense,Personal Services,130656,,,,,
2019,Permits,249,Expense,Personal Services,40192,,,,,
2019,Permits,249,Expense,Personal Services,341193,,,,,
2019,Permits,249,Expense,Personal Services,4200,,,,,
2019,Permits,249,Expense,Personal Services,5000,,,,,
2019,Permits,249,Expense,Personal Services,0,,,,,
2019,Permits,249,Expense,Personal Services,2500,,,,,
2019,Permits,249,Expense,Personal Services,2000,,,,,
2019,Permits,249,Expense,Personal Services,12500,,,,,
2019,Permits,249,Expense,Personal Services,350,,,,,
2019,Permits,249,Expense,Personal Services,5400,,,,,
2019,Permits,249,Expense,Personal Services,1400,,,,,
2019,Permits,249,Expense,Personal Services,9065,,,,,
2019,Permits,249,Expense,Personal Services,4692,,,,,
2019,Permits,249,Expense,Personal Services,10207,,,,,
2019,Permits,249,Expense,Personal Services,3524,,,,,
2019,Permits,249,Expense,Personal Services,27708,,,,,
2019,Permits,249,Expense,Personal Services,80223,,,,,
2019,Permits,249,Expense,Personal Services,8784,,,,,
2019,Permits,249,Expense,Personal Services,43753,,,,,
2019,Permits,249,Expense,Personal Services,14319,,,,,
2019,Permits,249,Expense,Personal Services,34045,,,,,
2019,Permits,249,Expense,Personal Services,462,,,,,
2019,Permits,249,Expense,Personal Services,147,,,,,
2019,Permits,249,Expense,Personal Services,84,,,,,
2019,Permits,249,Expense,Personal Services,179,,,,,
2019,Permits,249,Expense,Personal Services,54,,,,,
2019,Permits,249,Expense,Personal Services,15648,,,,,
2019,Permits,249,Expense,Personal Services,46007,,,,,
2019,Permits,249,Expense,Personal Services,19262,,,,,
2019,Permits,249,Expense,Personal Services,40987,,,,,
2019,Permits,249,Expense,Personal Services,129377,,,,,
2019,Permits,249,Expense,Personal Services,5022,,,,,
2019,Permits,249,Expense,Personal Services,4755,,,,,
2019,Permits,249,Expense,Personal Services,6849,,,,,
2019,Permits,249,Expense,Personal Services,362,,,,,
2019,Permits,249,Expense,Personal Services,13470,,,,,
2019,Permits,249,Expense,Personal Services,5049,,,,,
2019,Permits,249,Expense,Personal Services,143,,,,,
2019,Permits,249,Expense,Personal Services,992,,,,,
2019,Permits,249,Expense,Personal Services,2765,,,,,
2019,Permits,249,Expense,Personal Services,1205,,,,,
2019,Permits,249,Expense,Personal Services,4670,,,,,
2019,Permits,249,Expense,Personal Services,490,,,,,
2019,Permits,249,Expense,Personal Services,1705,,,,,
2019,Permits,249,Expense,Personal Services,839,,,,,
2019,Permits,249,Expense,Personal Services,1519,,,,,
2019,Permits,249,Expense,Personal Services,4402,,,,,
2019,Permits,249,Expense,Personal Services,1748,,,,,
2019,Permits,249,Expense,Personal Services,434,,,,,
2019,Permits,249,Expense,Personal Services,1078,,,,,
2019,Permits,249,Expense,Personal Services,760,,,,,
2019,Permits,249,Expense,Supplies,4500,,,,,
2019,Permits,249,Expense,Supplies,500,,,,,
2019,Permits,249,Expense,Supplies,3300,,,,,
2019,Permits,249,Expense,Supplies,800,,,,,
2019,Permits,249,Expense,Supplies,2300,,,,,
2019,Permits,249,Expense,Supplies,300,,,,,
2019,Permits,249,Expense,Supplies,750,,,,,
2019,Permits,249,Expense,Supplies,625,,,,,
2019,Permits,249,Expense,Supplies,1500,,,,,
2019,Permits,249,Expense,Other Services and Charges,500,,,,,
2019,Permits,249,Expense,Other Services and Charges,20019,,,,,
2019,Permits,249,Expense,Other Services and Charges,20019,,,,,
2019,Permits,249,Expense,Other Services and Charges,20019,,,,,
2019,Permits,249,Expense,Other Services and Charges,20019,,,,,
2019,Permits,249,Expense,Other Services and Charges,3185,,,,,
2019,Permits,249,Expense,Other Services and Charges,1250,,,,,
2019,Permits,249,Expense,Other Services and Charges,562,,,,,
2019,Permits,249,Expense,Other Services and Charges,1673,,,,,
2019,Permits,249,Expense,Other Services and Charges,8600,,,,,
2019,Permits,249,Expense,Other Services and Charges,8600,,,,,
2019,Permits,249,Expense,Other Services and Charges,2030,,,,,
2019,Permits,249,Expense,Other Services and Charges,2800,,,,,
2019,Permits,249,Expense,Other Services and Charges,1400,,,,,
2019,Permits,249,Expense,Other Services and Charges,450,,,,,
2019,Permits,249,Expense,Other Services and Charges,1060,,,,,
2019,Permits,249,Expense,Other Services and Charges,326,,,,,
2019,Permits,249,Expense,Other Services and Charges,625,,,,,
2019,Permits,249,Expense,Other Services and Charges,600,,,,,
2019,Permits,249,Expense,Other Services and Charges,8000,,,,,
2019,Permits,249,Expense,Other Services and Charges,2483,,,,,
2019,Permits,249,Expense,Other Services and Charges,1336,,,,,
2019,Permits,249,Expense,Other Services and Charges,2838,,,,,
2019,Permits,249,Expense,Other Services and Charges,971,,,,,
2019,Permits,249,Expense,Other Services and Charges,7465,,,,,
2019,Permits,249,Expense,Other Services and Charges,10,,,,,
2019,Permits,249,Expense,Other Services and Charges,10,,,,,
2019,Permits,249,Expense,Other Services and Charges,10,,,,,
2019,Permits,249,Expense,Other Services and Charges,10,,,,,
2019,Permits,249,Expense,Other Services and Charges,9000,,,,,
2019,Permits,249,Expense,Other Services and Charges,11000,,,,,
2019,Permits,249,Expense,Other Services and Charges,6570,,,,,
2019,Permits,249,Expense,Other Services and Charges,6570,,,,,
2019,Permits,249,Expense,Other Services and Charges,6570,,,,,
2019,Permits,249,Expense,Other Services and Charges,6570,,,,,
2019,Permits,249,Expense,Other Services and Charges,8250,,,,,
2019,Permits,249,Expense,Other Services and Charges,3850,,,,,
2019,Permits,249,Expense,Other Services and Charges,10800,,,,,
2019,Permits,249,Expense,Other Services and Charges,21550,,,,,
2019,Permits,249,Expense,Other Services and Charges,4500,,,,,
2019,Permits,249,Expense,Other Services and Charges,816,,,,,
2019,Permits,249,Expense,Other Services and Charges,1800,,,,,
2019,Permits,249,Expense,Other Services and Charges,2430,,,,,
2019,Permits,249,Expense,Other Services and Charges,1870,,,,,
2019,Permits,249,Expense,Other Services and Charges,900,,,,,
2019,Permits,249,Expense,Other Services and Charges,1400,,,,,
2019,Permits,249,Expense,Other Services and Charges,4300,,,,,
2019,Permits,249,Expense,Other Services and Charges,5060,,,,,
2019,Permits,249,Expense,Other Services and Charges,350,,,,,
2019,Permits,249,Expense,Other Services and Charges,500,,,,,
2019,Permits,249,Expense,Other Services and Charges,400,,,,,
2019,Permits,249,Expense,Other Services and Charges,10000,,,,,
2019,Permits,249,Expense,Capital Outlay,960,,,,,
2019,Permits,249,Expense,Capital Outlay,700,,,,,
2019,Permits,249,Expense,Capital Outlay,350,,,,,
2019,,249,Revenue,Licenses and Permits,16250,,,,,
2019,,249,Revenue,Licenses and Permits,263775,,,,,
2019,,249,Revenue,Licenses and Permits,726530,,,,,
2019,,249,Revenue,Licenses and Permits,150775,,,,,
2019,,249,Revenue,Licenses and Permits,14800,,,,,
2019,,249,Revenue,Licenses and Permits,141900,,,,,
2019,,249,Revenue,Licenses and Permits,5600,,,,,
2019,,249,Revenue,Licenses and Permits,67600,,,,,
2019,,249,Revenue,Licenses and Permits,14000,,,,,
2019,,249,Revenue,Licenses and Permits,16950,,,,,
2019,,249,Revenue,Federal Grants,55000,,,,,
2019,,249,Revenue,Charges for Service,10000,,,,,
2019,,249,Revenue,Charges for Service,13500,,,,,
2019,,249,Revenue,Charges for Service,15000,,,,,
2019,,249,Revenue,Fines and Forfeitures,16000,,,,,
2019,,249,Revenue,Charges for Service,30000,,,,,
2019,,249,Revenue,Interest and Rentals,3500,,,,,
2019,,249,Revenue,Other Revenues,10000,,,,,
2019,Planning,256,Expense,Personal Services,57428,,,,,
2019,Planning,256,Expense,Personal Services,53734,,,,,
2019,Planning,256,Expense,Personal Services,4101,,,,,
2019,Planning,256,Expense,Personal Services,3977,,,,,
2019,Planning,256,Expense,Personal Services,16281,,,,,
2019,Planning,256,Expense,Personal Services,11605,,,,,
2019,Planning,256,Expense,Personal Services,72,,,,,
2019,Planning,256,Expense,Personal Services,70,,,,,
2019,Planning,256,Expense,Personal Services,15774,,,,,
2019,Planning,256,Expense,Personal Services,19382,,,,,
2019,Planning,256,Expense,Personal Services,323,,,,,
2019,Planning,256,Expense,Personal Services,2023,,,,,
2019,Planning,256,Expense,Personal Services,659,,,,,
2019,Planning,256,Expense,Personal Services,40,,,,,
2019,Planning,256,Expense,Personal Services,912,,,,,
2019,Planning,256,Expense,Personal Services,337,,,,,
2019,Planning,256,Expense,Personal Services,636,,,,,
2019,Planning,256,Expense,Personal Services,898,,,,,
2019,Planning,256,Expense,Supplies,390,,,,,
2019,Planning,256,Expense,Supplies,290,,,,,
2019,Planning,256,Expense,Other Services and Charges,3580,,,,,
2019,Planning,256,Expense,Other Services and Charges,7800,,,,,
2019,Planning,256,Expense,Other Services and Charges,2500,,,,,
2019,Planning,256,Expense,Other Services and Charges,240,,,,,
2019,Planning,256,Expense,Other Services and Charges,210,,,,,
2019,Planning,256,Expense,Other Services and Charges,0,,,,,
2019,Planning,256,Expense,Other Services and Charges,1760,,,,,
2019,Planning,256,Expense,Other Services and Charges,1250,,,,,
2019,Planning,256,Expense,Other Services and Charges,600,,,,,
2019,Planning,256,Expense,Other Services and Charges,150,,,,,
2019,Planning,256,Expense,Other Services and Charges,1102.85,,,,,
2019,Planning,256,Expense,Other Services and Charges,1141,,,,,
2019,Planning,256,Expense,Other Services and Charges,800,,,,,
2019,Planning,256,Expense,Other Services and Charges,750,,,,,
2019,Planning,256,Expense,Other Services and Charges,300,,,,,
2019,Planning,256,Expense,Other Services and Charges,4225,,,,,
2019,Planning,256,Expense,Other Services and Charges,700,,,,,
2019,Planning,256,Expense,Other Services and Charges,16700,,,,,
2019,Planning,256,Expense,Other Services and Charges,11101,,,,,
2019,Planning,256,Expense,Other Services and Charges,7500,,,,,
2019,Planning,256,Expense,Other Services and Charges,5000,,,,,
2019,Planning,256,Expense,Other Services and Charges,150082.79,,,,,
2019,Planning,256,Expense,Other Services and Charges,144447.01,,,,,
2019,Planning,256,Expense,Other Services and Charges,58603,,,,,
2019,Planning,256,Expense,Other Services and Charges,37500,,,,,
2019,Planning,256,Expense,Other Services and Charges,5000,,,,,
2019,Planning,256,Expense,Other Services and Charges,15000,,,,,
2019,Planning,256,Expense,Other Services and Charges,30000,,,,,
2019,Planning,256,Expense,Other Services and Charges,20000,,,,,
2019,Planning,256,Expense,Other Services and Charges,15000,,,,,
2019,Planning,256,Expense,Other Services and Charges,36101,,,,,
2019,Planning,256,Expense,Other Services and Charges,61101,,,,,
2019,Planning,256,Expense,Capital Outlay,8601,,,,,
2019,Planning,256,Expense,Capital Outlay,22500,,,,,
2019,General Government,256,Revenue,Federal Grants,226147.01,,,,,
2019,General Government,256,Revenue,Federal Grants,522135,,,,,
2019,General Government,256,Revenue,Federal Grants,0,,,,,
2019,General Government,256,Revenue,Federal Grants,0,,,,,
2019,,256,Revenue,Interest and Rentals,14000,,,,,
2019,,256,Revenue,Interest and Rentals,500,,,,,
2019,,256,Revenue,Other Revenues,7000,,,,,
2019,,256,Revenue,Other Revenues,28000,,,,,
2019,,256,Revenue,Other Revenues,61295.64,,,,,
2019,,256,Revenue,Other Revenues,1000,,,,,
2019,,256,Revenue,Other Revenues,200,,,,,
2019,Police,265,Expense,Capital Outlay,109286,,,,,
2019,Police,265,Expense,Capital Outlay,39600,,,,,
2019,,265,Revenue,Interest and Rentals,0,,,,,
2019,Facilities,271,Expense,Personal Services,0,,,,,
2019,Facilities,271,Expense,Other Services and Charges,0,,,,,
2019,,271,Revenue,Taxes,0,,,,,
2019,,271,Revenue,Contributions from Local Units,0,,,,,
2019,,301,Revenue,Taxes,0,,,,,
2019,Finance,320,Expense,Debt Service,330000,,,,,
2019,Finance,320,Expense,Debt Service,91413,,,,,
2019,Finance,320,Expense,Debt Service,750,,,,,
2019,,320,Revenue,Other Financing Sources,422163,,,,,
2019,Public Works,400,Expense,Other Services and Charges,230386,,,,,
2019,Public Works,400,Expense,Other Services and Charges,549997,,,,,
2019,Public Works,400,Expense,Capital Outlay,819528.2,,,,,
2019,Public Works,400,Expense,Capital Outlay,1039948.9,,,,,
2019,Public Works,400,Expense,Transfers Out,4200000,,,,,
2019,Public Works,400,Expense,Transfers Out,422165,,,,,
2019,,400,Revenue,Taxes,3209000,,,,,
2019,,400,Revenue,Taxes,-32100,,,,,
2019,,400,Revenue,Taxes,3400,,,,,
2019,,400,Revenue,Taxes,5700,,,,,
2019,,400,Revenue,Taxes,-7200,,,,,
2019,,400,Revenue,Taxes,57900,,,,,
2019,,400,Revenue,Taxes,81341,,,,,
2019,,400,Revenue,Federal Grants,2390000,,,,,
2019,,400,Revenue,Charges for Service,0,,,,,
2019,,400,Revenue,Interest and Rentals,7000,,,,,
2019,,400,Revenue,Other Revenues,0,,,,,
2019,Facilities,401,Expense,Personal Services,56792,,,,,
2019,Facilities,401,Expense,Personal Services,1500,,,,,
2019,Facilities,401,Expense,Personal Services,1000,,,,,
2019,Facilities,401,Expense,Personal Services,4632,,,,,
2019,Facilities,401,Expense,Personal Services,20996,,,,,
2019,Facilities,401,Expense,Personal Services,78,,,,,
2019,Facilities,401,Expense,Personal Services,23308,,,,,
2019,Facilities,401,Expense,Personal Services,1045,,,,,
2019,Facilities,401,Expense,Personal Services,501,,,,,
2019,Facilities,401,Expense,Personal Services,2050,,,,,
2019,Facilities,401,Expense,Personal Services,1177,,,,,
2019,Facilities,401,Expense,Supplies,26050,,,,,
2019,Facilities,401,Expense,Other Services and Charges,42244,,,,,
2019,Facilities,401,Expense,Other Services and Charges,5200,,,,,
2019,Facilities,401,Expense,Other Services and Charges,400,,,,,
2019,Facilities,401,Expense,Other Services and Charges,1275,,,,,
2019,Facilities,401,Expense,Other Services and Charges,2990,,,,,
2019,Facilities,401,Expense,Other Services and Charges,125590,,,,,
2019,Facilities,401,Expense,Other Services and Charges,90720,,,,,
2019,Facilities,401,Expense,Other Services and Charges,11000,,,,,
2019,Facilities,401,Expense,Other Services and Charges,3500,,,,,
2019,Facilities,401,Expense,Other Services and Charges,3000,,,,,
2019,Facilities,401,Expense,Other Services and Charges,250,,,,,
2019,Facilities,401,Expense,Capital Outlay,156133.46,,,,,
2019,,401,Revenue,Taxes,757000,,,,,
2019,,401,Revenue,Taxes,-7600,,,,,
2019,,401,Revenue,Taxes,800,,,,,
2019,,401,Revenue,Taxes,1300,,,,,
2019,,401,Revenue,Taxes,-1700,,,,,
2019,,401,Revenue,Taxes,13600,,,,,
2019,,401,Revenue,Taxes,5188,,,,,
2019,,401,Revenue,Contributions from Local Units,61540,,,,,
2019,,401,Revenue,Interest and Rentals,3000,,,,,
2019,,401,Revenue,Interest and Rentals,1000,,,,,
2019,,589,Revenue,Other Financing Sources,90000,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,60000,,,,,
2019,Public Works,590,Expense,Personal Services,287350,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,1173931.96,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,262990,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,286606,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,9500,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,10000,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,15000,,,,,
2019,Public Works,590,Expense,Personal Services,25000,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,3700,,,,,
2019,Public Works,590,Expense,Personal Services,26600,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,105800,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,10000,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,17000,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,500,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,4873,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,22047,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,99850.03,,,,,
2019,Public Works,590,Expense,Personal Services,26406,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,23442,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,766,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,20070,,,,,
2019,Public Works,590,Expense,Personal Services,103595,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,297599,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,70037,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,2265,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,77588,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,83,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,358,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,1596.41,,,,,
2019,Public Works,590,Expense,Personal Services,394,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,14,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,392,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,20428,,,,,
2019,Public Works,590,Expense,Personal Services,132089,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,319476.77,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,82356,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,73534,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,3210,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,17593,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,0,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,4509,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,76184.83,,,,,
2019,Public Works,590,Expense,Personal Services,1,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,0,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,19489,,,,,
2019,Public Works,590,Expense,Personal Services,841,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,0,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,0,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,5315,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,1772,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,124000,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,141000,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,1075,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,23811.91,,,,,
2019,Public Works,590,Expense,Personal Services,20105,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,4811,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,170,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,5233,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,5201,,,,,
2019,Public Works,590,Expense,Personal Services,6194,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,16912,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,2815,,,,,
2019,Wastewater Utility,590,Expense,Personal Services,0,,,,,
2019,Wastewater Utility,590,Expense,Supplies,4000,,,,,
2019,Wastewater Utility,590,Expense,Supplies,1000,,,,,
2019,Wastewater Utility,590,Expense,Supplies,500,,,,,
2019,Wastewater Utility,590,Expense,Supplies,133000,,,,,
2019,Wastewater Utility,590,Expense,Supplies,1,,,,,
2019,Wastewater Utility,590,Expense,Supplies,237570,,,,,
2019,Wastewater Utility,590,Expense,Supplies,25000,,,,,
2019,Wastewater Utility,590,Expense,Supplies,176350,,,,,
2019,Wastewater Utility,590,Expense,Supplies,8975,,,,,
2019,Public Works,590,Expense,Supplies,3000,,,,,
2019,Wastewater Utility,590,Expense,Supplies,2100,,,,,
2019,Wastewater Utility,590,Expense,Supplies,300,,,,,
2019,Wastewater Utility,590,Expense,Supplies,1400,,,,,
2019,Wastewater Utility,590,Expense,Supplies,150,,,,,
2019,Wastewater Utility,590,Expense,Supplies,3751,,,,,
2019,Wastewater Utility,590,Expense,Supplies,18951,,,,,
2019,Wastewater Utility,590,Expense,Supplies,191500,,,,,
2019,Public Works,590,Expense,Supplies,57500,,,,,
2019,Wastewater Utility,590,Expense,Supplies,2000,,,,,
2019,Wastewater Utility,590,Expense,Supplies,3301,,,,,
2019,Wastewater Utility,590,Expense,Supplies,2000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,2500,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,50001,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,932362,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,39860,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,195430,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,569000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,127676,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,8500,,,,,
2019,Public Works,590,Expense,Other Services and Charges,25140,,,,,
2019,Public Works,590,Expense,Other Services and Charges,2500,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,2040,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,180,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,72,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,360,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,303,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,3330,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,12150,,,,,
2019,Public Works,590,Expense,Other Services and Charges,9000,,,,,
2019,Public Works,590,Expense,Other Services and Charges,3000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,31300,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,5250,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,2500,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,3360,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,1320,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,5926,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,25748.06,,,,,
2019,Public Works,590,Expense,Other Services and Charges,6821,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,6249,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,209,,,,,
2019,Public Works,590,Expense,Other Services and Charges,340,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,51372,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,100000,,,,,
2019,Public Works,590,Expense,Other Services and Charges,25000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,1417139,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,17375,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,2820000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,334000,,,,,
2019,Public Works,590,Expense,Other Services and Charges,359000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,3570,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,24301,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,1950,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,48000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,239065,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,0,,,,,
2019,Public Works,590,Expense,Other Services and Charges,500,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,1500,,,,,
2019,Public Works,590,Expense,Other Services and Charges,34085,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,2124,,,,,
2019,Public Works,590,Expense,Other Services and Charges,58000,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,63732,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,22910,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,2884,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,250,,,,,
2019,Wastewater Utility,590,Expense,Other Services and Charges,2650,,,,,
