Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
2019,Revenue,,,Sidewalk Fund,Taxes,Property Taxes.Property Taxes,306000
2019,Revenue,,,Sidewalk Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-3100
2019,Revenue,,,Sidewalk Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,430
2019,Revenue,,,Sidewalk Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,730
2019,Revenue,,,Sidewalk Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-950
2019,Revenue,,,Sidewalk Fund,Taxes,Property Taxes.IFT Revenue,5500
2019,Revenue,,,Sidewalk Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,7782
2019,Revenue,,,Sidewalk Fund,Interest and Rentals,Interest on Investments.Interest on Investments,1700
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Salaries.Salaries,90156
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,35000
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,36800
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,F.I.C.A..F.I.C.A.,12411
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,4373
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Life Insurance.Life Insurance,125
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Pension.Pension,52793
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Pension.DC Plan,1
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Pension.Retiree Health - DC Plan,12
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,9117
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,CIP and Longevity.CIP and Longevity,277
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Supplies,Maintenance Supplies.Maintenance Supplies,4000
2019,Expense,Public Works,Administration,Solid Waste Disposal Fund,Other Services and Charges,Administrative Fee.Administrative Fee,69060
2019,Expense,Public Works,Administration,Solid Waste Disposal Fund,Other Services and Charges,Administrative Fee.Adm Alloc PW Adm GenFnd,69790
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Communications.Cellular Phones,1500
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Insurance.Liability,2751
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Public Utilities.Public Utilities,1000
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,15000
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Rentals.Rentals,5000
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,75000
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,40000
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,16000
2019,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Other Services.Other Services,397000
2019,Revenue,,,Solid Waste Disposal Fund,Taxes,Property Taxes.Property Taxes,820000
2019,Revenue,,,Solid Waste Disposal Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-8200
2019,Revenue,,,Solid Waste Disposal Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,750
2019,Revenue,,,Solid Waste Disposal Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,1200
2019,Revenue,,,Solid Waste Disposal Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-1700
2019,Revenue,,,Solid Waste Disposal Fund,Taxes,Property Taxes.IFT Revenue,14700
2019,Revenue,,,Solid Waste Disposal Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,18159
2019,Revenue,,,Solid Waste Disposal Fund,Interest and Rentals,Interest on Investments.Interest on Investments,3000
2019,Revenue,,,Solid Waste Disposal Fund,Interest and Rentals,Rental Income.Equipment,0
2019,Revenue,,,Solid Waste Disposal Fund,Other Revenues,Reimbursements.Interdepartmental,0
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Salaries.Salaries,108270
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Salaries.Salaries,60908
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Salaries.Salaries,130656
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Salaries.Salaries,40192
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Salaries.Salaries,341193
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,4200
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,5000
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,0
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2500
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,2000
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,12500
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Boards and Commissions.Boards and Commissions,350
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Boards and Commissions.Boards and Commissions,5400
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Boards and Commissions.Boards and Commissions,1400
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,9065
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,4692
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,10207
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,3524
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,F.I.C.A..F.I.C.A.,27708
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,80223
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,8784
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,43753
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,14319
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,34045
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,462
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,147
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,84
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,179
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Life Insurance.Life Insurance,54
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.Pension,15648
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.Pension,46007
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.Pension,19262
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.Pension,40987
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Pension.Pension,129377
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.DC Plan,5022
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.DC Plan,4755
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.DC Plan,6849
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.DC Plan,362
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Pension.DC Plan,13470
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,5049
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,143
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,992
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,2765
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Pension.Retiree Health - DC Plan,1205
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4670
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,490
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1705
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,839
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1519
2019,Expense,Permits,Permits,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,4402
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,1748
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,434
2019,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,1078
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,CIP and Longevity.CIP and Longevity,760
2019,Expense,Permits,Permits,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,4500
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,500
2019,Expense,Permits,Rental Program,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,3300
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,800
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,2300
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Supplies,Uniforms.Uniforms,300
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Supplies,Uniforms.Uniforms,750
2019,Expense,Permits,Rental Program,Building Inspection Fund,Supplies,Uniforms.Uniforms,625
2019,Expense,Permits,Permits,Building Inspection Fund,Supplies,Uniforms.Uniforms,1500
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Professional Services.Noise / Sound Control Contract,500
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,20019
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,20019
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,20019
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,20019
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,3185
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,1250
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,562
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,1673
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,8600
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,8600
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Contract Labor.Contract Labor,2030
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,2800
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,1400
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,450
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,1060
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,326
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Travel and Training.Travel and Training,625
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Travel and Training.Travel and Training,600
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Travel and Training.Travel and Training,8000
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Insurance.Liability,2483
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Insurance.Liability,1336
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Insurance.Liability,2838
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Insurance.Liability,971
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Insurance.Liability,7465
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Insurance.Property and Bonds,10
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Insurance.Property and Bonds,10
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Insurance.Property and Bonds,10
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Insurance.Property and Bonds,10
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Weed Cutting.Weed Cutting,9000
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Payment.Property Maintenance,11000
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,6570
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,6570
2019,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,6570
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Rentals.City Hall Office Space,6570
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,8250
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,3850
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,10800
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,21550
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,4500
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,816
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,1800
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2430
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,1870
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,900
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,1400
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,4300
2019,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Other Services.Other Services,5060
2019,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Other Services.Other Services,350
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Other Services.Other Services,500
2019,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Other Services.Other Services,400
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Housing Demolition.Housing Demolition,10000
2019,Expense,Permits,Permits,Building Inspection Fund,Capital Outlay,Capital Outlay.Computer Equipment,960
2019,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Capital Outlay,Capital Outlay.Computer Equipment,700
2019,Expense,Permits,Rental Program,Building Inspection Fund,Capital Outlay,Capital Outlay.Computer Equipment,350
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Licenses.Licenses,16250
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Registration Fees.Rental,263775
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Building,726530
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Electrical,150775
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Electrical Inspections,14800
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Mechanical,141900
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Mechanical Inspections,5600
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Plumbing,67600
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Plumbing Inspections,14000
2019,Revenue,,,Building Inspection Fund,Licenses and Permits,Permits.Other,16950
2019,Revenue,,,Building Inspection Fund,Federal Grants,Federal Grant Revenue.Grant Revenue,55000
2019,Revenue,,,Building Inspection Fund,Charges for Service,Board of Appeals Fees.Board of Appeals Fees,10000
2019,Revenue,,,Building Inspection Fund,Charges for Service,Fees.Weed Cutting Services,13500
2019,Revenue,,,Building Inspection Fund,Charges for Service,Fees.Demolition Services,15000
2019,Revenue,,,Building Inspection Fund,Fines and Forfeitures,Fees.Property Maintenance Services,16000
2019,Revenue,,,Building Inspection Fund,Charges for Service,Fees.Vacant Bldg Insp Services,30000
2019,Revenue,,,Building Inspection Fund,Interest and Rentals,Interest on Investments.Interest on Investments,3500
2019,Revenue,,,Building Inspection Fund,Other Revenues,Miscellaneous Income.Penalties & Invoice Adjustments ,10000
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Salaries.Salaries,57428
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Salaries.Salaries,53734
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,F.I.C.A..F.I.C.A.,4101
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,F.I.C.A..F.I.C.A.,3977
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,16281
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,11605
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Life Insurance.Life Insurance,72
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Life Insurance.Life Insurance,70
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Pension.Pension,15774
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Pension.Pension,19382
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Pension.DC Plan,323
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Pension.DC Plan,2023
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Pension.Retiree Health - DC Plan,659
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Pension.Retiree Health - DC Plan,40
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,912
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,337
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Personal Services,CIP and Longevity.CIP and Longevity,636
2019,Expense,Planning,Administration 2019,Community Development Fund,Personal Services,CIP and Longevity.CIP and Longevity,898
2019,Expense,Planning,Administration 2019,Community Development Fund,Supplies,Office Supplies.Office Supplies,390
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Supplies,Office Supplies.Office Supplies,290
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Professional Services.Professional Services,3580
2019,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Professional Services.Professional Services,7800
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Software Services.Software Services,2500
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Communications.Cellular Phones,240
2019,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Communications.Cellular Phones,210
2019,Expense,Planning,Administration 2018,Community Development Fund,Other Services and Charges,Travel and Training.Travel and Training,0
2019,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Travel and Training.Travel and Training,1760
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Travel and Training.Travel and Training,1250
2019,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,600
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,150
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Insurance.Liability,1102.85
2019,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Insurance.Liability,1141
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,800
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,750
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,300
2019,Expense,Planning,Rehabilitation 2019,Community Development Fund,Other Services and Charges,Other Services.Other Services,4225
2019,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Other Services.Other Services,700
2019,Expense,Planning,CDBG Activities 2018,Community Development Fund,Other Services and Charges,Other Services.Demolition,16700
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Demolition,11101
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Fair Housing Services,7500
2019,Expense,Planning,Administration 2019,Community Development Fund,Other Services and Charges,Other Services.HUD Continuum of Care Admin,5000
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Rehab Loans,150082.79
2019,Expense,Planning,CDBG Activities 2018,Community Development Fund,Other Services and Charges,Other Services.Rehab Loans,144447.01
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Home Repair Services,58603
2019,Expense,Planning,CDBG Activities 2018,Community Development Fund,Other Services and Charges,Other Services.Home Repair Services,37500
2019,Expense,Planning,CDBG Activities 2018,Community Development Fund,Other Services and Charges,Other Services.Salvation Army Rental Assistance,5000
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Salvation Army Rental Assistance,15000
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Family Promise-Rehousing ,30000
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Family Promise-Stabilization,20000
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Hispanic Center Youth Program,15000
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Commercial Rehab Loans,36101
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Other Services and Charges,Other Services.Code Enforcement,61101
2019,Expense,Planning,CDBG Activities 2019,Community Development Fund,Capital Outlay,Capital Outlay.Pinery Park Improvements,8601
2019,Expense,Planning,CDBG Activities 2018,Community Development Fund,Capital Outlay,Capital Outlay.Pinery Park Improvements,22500
2019,Revenue,General Government,2018,Community Development Fund,Federal Grants,Federal Grant Revenue.Grant Revenue,226147.01
2019,Revenue,General Government,2019,Community Development Fund,Federal Grants,Federal Grant Revenue.Grant Revenue,522135
2019,Revenue,General Government,2017,Community Development Fund,Federal Grants,Federal Grant Revenue.Grant Revenue,0
2019,Revenue,General Government,2016,Community Development Fund,Federal Grants,Federal Grant Revenue.Grant Revenue,0
2019,Revenue,,,Community Development Fund,Interest and Rentals,Interest Income.Interest Income,14000
2019,Revenue,,,Community Development Fund,Interest and Rentals,Interest Income.Commercial Loans,500
2019,Revenue,,,Community Development Fund,Other Revenues,Reimbursements.H.R.S. Co Pay,7000
2019,Revenue,,,Community Development Fund,Other Revenues,Reimbursements.Grants,28000
2019,Revenue,,,Community Development Fund,Other Revenues,Loan Payments.Loan Payments,61295.64
2019,Revenue,,,Community Development Fund,Other Revenues,Loan Payments.Commercial,1000
2019,Revenue,,,Community Development Fund,Other Revenues,Miscellaneous Income.Miscellaneous Income,200
2019,Expense,Police,Patrol,Drug Law Enforcement Fund,Capital Outlay,Capital Outlay.State Grant Funds ,109286
2019,Expense,Police,Patrol,Drug Law Enforcement Fund,Capital Outlay,Capital Outlay.Federal Justice Grant ,39600
2019,Revenue,,,Drug Law Enforcement Fund,Interest and Rentals,Interest on Investments.Interest on Investments,0
2019,Expense,Facilities,Facilities Maintenance,Library Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,0
2019,Expense,Facilities,Facilities Maintenance,Library Fund,Other Services and Charges,Public Utilities.Public Utilities,0
2019,Revenue,,,Library Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,0
2019,Revenue,,,Library Fund,Contributions from Local Units,Contributions from Local Units.District Library Share Maint,0
2019,Revenue,,,Debt Service Fund,Taxes,Delinquent Property Taxes.GO Library,0
2019,Expense,Finance,MTF Bonds,MTF Major Str Debt Service Fund,Debt Service,Bond Payments.2009 Series,330000
2019,Expense,Finance,MTF Bonds,MTF Major Str Debt Service Fund,Debt Service,Interest on Bonds.2009,91413
2019,Expense,Finance,MTF Bonds,MTF Major Str Debt Service Fund,Debt Service,Paying Agent Fees.2009,750
2019,Revenue,,,MTF Major Str Debt Service Fund,Other Financing Sources,Transfer.From Cap Impr,422163
2019,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Administrative Fee.Administrative Fee,230386
2019,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Administrative Fee.Engineering Allocation,549997
