budget_year,department,fund_code,account_type,account_category,amount
FY20,Permits,2490,Expense,Other Services and Charges,10
FY20,Permits,2490,Expense,Other Services and Charges,10
FY20,Permits,2490,Expense,Other Services and Charges,7500
FY20,Permits,2490,Expense,Other Services and Charges,11000
FY20,Permits,2490,Expense,Other Services and Charges,8175
FY20,Permits,2490,Expense,Other Services and Charges,8175
FY20,Permits,2490,Expense,Other Services and Charges,8175
FY20,Permits,2490,Expense,Other Services and Charges,8175
FY20,Permits,2490,Expense,Other Services and Charges,7100
FY20,Permits,2490,Expense,Other Services and Charges,3700
FY20,Permits,2490,Expense,Other Services and Charges,7705
FY20,Permits,2490,Expense,Other Services and Charges,20752
FY20,Permits,2490,Expense,Other Services and Charges,6300
FY20,Permits,2490,Expense,Other Services and Charges,1150
FY20,Permits,2490,Expense,Other Services and Charges,2200
FY20,Permits,2490,Expense,Other Services and Charges,2360
FY20,Permits,2490,Expense,Other Services and Charges,2360
FY20,Permits,2490,Expense,Other Services and Charges,700
FY20,Permits,2490,Expense,Other Services and Charges,1350
FY20,Permits,2490,Expense,Other Services and Charges,3950
FY20,Permits,2490,Expense,Other Services and Charges,4000
FY20,Permits,2490,Expense,Other Services and Charges,684
FY20,Permits,2490,Expense,Other Services and Charges,1436
FY20,Permits,2490,Expense,Other Services and Charges,1311
FY20,Permits,2490,Expense,Other Services and Charges,10000
FY20,Permits,2490,Expense,Capital Outlay,583
FY20,Permits,2490,Expense,Capital Outlay,250
FY20,Permits,2490,Expense,Capital Outlay,200
FY20,General Government,2560,Revenue,Federal Grants,550935
FY20,General Government,2560,Revenue,Federal Grants,90772
FY20,,2560,Revenue,Interest and Rentals,13800
FY20,,2560,Revenue,Other Revenues,6000
FY20,,2560,Revenue,Other Revenues,40000
FY20,,2560,Revenue,Other Revenues,61000
FY20,,2560,Revenue,Other Revenues,200
FY20,Planning,2560,Expense,Personal Services,48002
FY20,Planning,2560,Expense,Personal Services,46724
FY20,Planning,2560,Expense,Personal Services,3522
FY20,Planning,2560,Expense,Personal Services,3230
FY20,Planning,2560,Expense,Personal Services,14290
FY20,Planning,2560,Expense,Personal Services,10722
FY20,Planning,2560,Expense,Personal Services,64
FY20,Planning,2560,Expense,Personal Services,59
FY20,Planning,2560,Expense,Personal Services,9245
FY20,Planning,2560,Expense,Personal Services,15126
FY20,Planning,2560,Expense,Personal Services,1963
FY20,Planning,2560,Expense,Personal Services,3381
FY20,Planning,2560,Expense,Personal Services,1506
FY20,Planning,2560,Expense,Personal Services,992
FY20,Planning,2560,Expense,Personal Services,838
FY20,Planning,2560,Expense,Personal Services,256
FY20,Planning,2560,Expense,Personal Services,32
FY20,Planning,2560,Expense,Personal Services,260
FY20,Planning,2560,Expense,Supplies,240
FY20,Planning,2560,Expense,Supplies,400
FY20,Planning,2560,Expense,Other Services and Charges,32850
FY20,Planning,2560,Expense,Other Services and Charges,3100
FY20,Planning,2560,Expense,Other Services and Charges,2390
FY20,Planning,2560,Expense,Other Services and Charges,180
FY20,Planning,2560,Expense,Other Services and Charges,150
FY20,Planning,2560,Expense,Other Services and Charges,1760
FY20,Planning,2560,Expense,Other Services and Charges,750
FY20,Planning,2560,Expense,Other Services and Charges,150
FY20,Planning,2560,Expense,Other Services and Charges,600
FY20,Planning,2560,Expense,Other Services and Charges,1011
FY20,Planning,2560,Expense,Other Services and Charges,930
FY20,Planning,2560,Expense,Other Services and Charges,1000
FY20,Planning,2560,Expense,Other Services and Charges,500
FY20,Planning,2560,Expense,Other Services and Charges,350
FY20,Planning,2560,Expense,Other Services and Charges,3925
FY20,Planning,2560,Expense,Other Services and Charges,700
FY20,Planning,2560,Expense,Other Services and Charges,20760
FY20,Planning,2560,Expense,Other Services and Charges,11000
FY20,Planning,2560,Expense,Other Services and Charges,5000
FY20,Planning,2560,Expense,Other Services and Charges,229457
FY20,Planning,2560,Expense,Other Services and Charges,35772
FY20,Planning,2560,Expense,Other Services and Charges,25000
FY20,Planning,2560,Expense,Other Services and Charges,55760
FY20,Planning,2560,Expense,Other Services and Charges,15000
FY20,Planning,2560,Expense,Other Services and Charges,15000
FY20,Planning,2560,Expense,Other Services and Charges,29000
FY20,Planning,2560,Expense,Other Services and Charges,19000
FY20,Planning,2560,Expense,Other Services and Charges,30000
FY20,Planning,2560,Expense,Other Services and Charges,60760
FY20,Police,2650,Expense,Capital Outlay,40000
FY20,Police,2650,Expense,Capital Outlay,5000
FY20,,4000,Revenue,Taxes,3366000
FY20,,4000,Revenue,Taxes,-33700
FY20,,4000,Revenue,Taxes,3270
FY20,,4000,Revenue,Taxes,5650
FY20,,4000,Revenue,Taxes,-7350
FY20,,4000,Revenue,Taxes,47700
FY20,,4000,Revenue,Taxes,26312
FY20,,4000,Revenue,Interest and Rentals,63000
FY20,Public Works,4000,Expense,Personal Services,375413
FY20,Public Works,4000,Expense,Personal Services,32800
FY20,Public Works,4000,Expense,Personal Services,31468
FY20,Public Works,4000,Expense,Personal Services,94024
FY20,Public Works,4000,Expense,Personal Services,483
FY20,Public Works,4000,Expense,Personal Services,140420
FY20,Public Works,4000,Expense,Personal Services,18848
FY20,Public Works,4000,Expense,Personal Services,3824
FY20,Public Works,4000,Expense,Personal Services,23184
FY20,Public Works,4000,Expense,Personal Services,3134
FY20,Public Works,4000,Expense,Supplies,1280
FY20,Public Works,4000,Expense,Supplies,640
FY20,Public Works,4000,Expense,Supplies,800
FY20,Public Works,4000,Expense,Other Services and Charges,4400
FY20,Public Works,4000,Expense,Other Services and Charges,379641
FY20,Public Works,4000,Expense,Other Services and Charges,9280
FY20,Public Works,4000,Expense,Other Services and Charges,3600
FY20,Public Works,4000,Expense,Other Services and Charges,6000
FY20,Public Works,4000,Expense,Other Services and Charges,8180
FY20,Public Works,4000,Expense,Other Services and Charges,400
FY20,Public Works,4000,Expense,Other Services and Charges,23200
FY20,Public Works,4000,Expense,Other Services and Charges,5600
FY20,Public Works,4000,Expense,Other Services and Charges,6400
FY20,Public Works,4000,Expense,Other Services and Charges,2000
FY20,Public Works,4000,Expense,Capital Outlay,1000
FY20,Public Works,4000,Expense,Capital Outlay,540000
FY20,Public Works,4000,Expense,Capital Outlay,3000000
FY20,,4010,Revenue,Taxes,794000
FY20,,4010,Revenue,Taxes,-7900
FY20,,4010,Revenue,Taxes,780
FY20,,4010,Revenue,Taxes,1350
FY20,,4010,Revenue,Taxes,-1800
FY20,,4010,Revenue,Taxes,11200
FY20,,4010,Revenue,Taxes,6210
FY20,,4010,Revenue,Contributions from Local Units,61540
FY20,,4010,Revenue,Interest and Rentals,14200
FY20,,4010,Revenue,Interest and Rentals,1000
FY20,Facilities,4010,Expense,Personal Services,45976
FY20,Facilities,4010,Expense,Personal Services,2000
FY20,Facilities,4010,Expense,Personal Services,1000
FY20,Facilities,4010,Expense,Personal Services,3873
FY20,Facilities,4010,Expense,Personal Services,18984
FY20,Facilities,4010,Expense,Personal Services,64
FY20,Facilities,4010,Expense,Personal Services,19276
FY20,Facilities,4010,Expense,Personal Services,556
FY20,Facilities,4010,Expense,Personal Services,282
FY20,Facilities,4010,Expense,Personal Services,1599
FY20,Facilities,4010,Expense,Personal Services,981
FY20,Facilities,4010,Expense,Personal Services,1440
FY20,Facilities,4010,Expense,Personal Services,495
FY20,Facilities,4010,Expense,Supplies,22700
FY20,Facilities,4010,Expense,Other Services and Charges,45445
FY20,Facilities,4010,Expense,Other Services and Charges,5200
FY20,Facilities,4010,Expense,Other Services and Charges,400
FY20,Facilities,4010,Expense,Other Services and Charges,1050
FY20,Facilities,4010,Expense,Other Services and Charges,1540
FY20,Facilities,4010,Expense,Other Services and Charges,120980
FY20,Facilities,4010,Expense,Other Services and Charges,98660
FY20,Facilities,4010,Expense,Other Services and Charges,10000
FY20,Facilities,4010,Expense,Other Services and Charges,3500
FY20,Facilities,4010,Expense,Other Services and Charges,2000
FY20,Facilities,4010,Expense,Other Services and Charges,250
FY20,Facilities,4010,Expense,Capital Outlay,83000
FY20,Facilities,4010,Expense,Capital Outlay,36500
FY20,,5890,Revenue,Other Financing Sources,100000
FY20,,5900,Revenue,Charges for Service,9450000
FY20,,5900,Revenue,Charges for Service,1890000
FY20,,5900,Revenue,Charges for Service,100000
FY20,,5900,Revenue,Charges for Service,1600000
FY20,,5900,Revenue,Charges for Service,15000
FY20,,5900,Revenue,Charges for Service,2100000
FY20,,5900,Revenue,Charges for Service,15000
FY20,,5900,Revenue,Charges for Service,400000
FY20,,5900,Revenue,Charges for Service,2700000
FY20,,5900,Revenue,Fines and Forfeitures,40000
FY20,,5900,Revenue,Fines and Forfeitures,120000
FY20,,5900,Revenue,Interest and Rentals,200150
FY20,,5900,Revenue,Interest and Rentals,30000
FY20,,5900,Revenue,Other Revenues,15000
FY20,,5900,Revenue,Contributions from Local Units,417000
FY20,Wastewater Utility,5900,Expense,Personal Services,52095
FY20,Public Works,5900,Expense,Personal Services,423850
FY20,Wastewater Utility,5900,Expense,Personal Services,1241974
FY20,Wastewater Utility,5900,Expense,Personal Services,280933
FY20,Wastewater Utility,5900,Expense,Personal Services,291564
FY20,Wastewater Utility,5900,Expense,Personal Services,9014
FY20,Wastewater Utility,5900,Expense,Personal Services,15000
FY20,Public Works,5900,Expense,Personal Services,25000
FY20,Wastewater Utility,5900,Expense,Personal Services,3200
FY20,Public Works,5900,Expense,Personal Services,32330
FY20,Wastewater Utility,5900,Expense,Personal Services,105800
FY20,Wastewater Utility,5900,Expense,Personal Services,7500
FY20,Wastewater Utility,5900,Expense,Personal Services,17000
FY20,Wastewater Utility,5900,Expense,Personal Services,1000
FY20,Wastewater Utility,5900,Expense,Personal Services,4309
FY20,Wastewater Utility,5900,Expense,Personal Services,22484
FY20,Wastewater Utility,5900,Expense,Personal Services,104857
FY20,Public Works,5900,Expense,Personal Services,37270
FY20,Wastewater Utility,5900,Expense,Personal Services,23841
FY20,Wastewater Utility,5900,Expense,Personal Services,780
FY20,Wastewater Utility,5900,Expense,Personal Services,19971
FY20,Public Works,5900,Expense,Personal Services,134401
FY20,Wastewater Utility,5900,Expense,Personal Services,351876
FY20,Wastewater Utility,5900,Expense,Personal Services,80278
FY20,Wastewater Utility,5900,Expense,Personal Services,3456
FY20,Wastewater Utility,5900,Expense,Personal Services,83225
FY20,Wastewater Utility,5900,Expense,Personal Services,72
FY20,Wastewater Utility,5900,Expense,Personal Services,380
FY20,Wastewater Utility,5900,Expense,Personal Services,1697
FY20,Public Works,5900,Expense,Personal Services,580
FY20,Wastewater Utility,5900,Expense,Personal Services,13
FY20,Wastewater Utility,5900,Expense,Personal Services,399
FY20,Wastewater Utility,5900,Expense,Personal Services,13814
FY20,Public Works,5900,Expense,Personal Services,168748
FY20,Wastewater Utility,5900,Expense,Personal Services,343934
FY20,Wastewater Utility,5900,Expense,Personal Services,79671
FY20,Wastewater Utility,5900,Expense,Personal Services,75431
FY20,Wastewater Utility,5900,Expense,Personal Services,2534
FY20,Wastewater Utility,5900,Expense,Personal Services,17553
FY20,Wastewater Utility,5900,Expense,Personal Services,722
FY20,Wastewater Utility,5900,Expense,Personal Services,9309
FY20,Wastewater Utility,5900,Expense,Personal Services,78158
FY20,Public Works,5900,Expense,Personal Services,20242
FY20,Wastewater Utility,5900,Expense,Personal Services,4168
FY20,Wastewater Utility,5900,Expense,Personal Services,21113
FY20,Public Works,5900,Expense,Personal Services,4976
FY20,Wastewater Utility,5900,Expense,Personal Services,5590
FY20,Wastewater Utility,5900,Expense,Personal Services,3440
FY20,Wastewater Utility,5900,Expense,Personal Services,84779
FY20,Wastewater Utility,5900,Expense,Personal Services,296791
FY20,Wastewater Utility,5900,Expense,Personal Services,901
FY20,Wastewater Utility,5900,Expense,Personal Services,24115
FY20,Public Works,5900,Expense,Personal Services,25632
FY20,Wastewater Utility,5900,Expense,Personal Services,4750
FY20,Wastewater Utility,5900,Expense,Personal Services,161
FY20,Wastewater Utility,5900,Expense,Personal Services,5104
FY20,Wastewater Utility,5900,Expense,Personal Services,1030
FY20,Wastewater Utility,5900,Expense,Personal Services,5473
FY20,Public Works,5900,Expense,Personal Services,8115
FY20,Wastewater Utility,5900,Expense,Personal Services,15354
FY20,Wastewater Utility,5900,Expense,Personal Services,179
FY20,Wastewater Utility,5900,Expense,Personal Services,3075
FY20,Wastewater Utility,5900,Expense,Personal Services,21640
FY20,Public Works,5900,Expense,Personal Services,6062
FY20,Public Works,5900,Expense,Personal Services,2246
FY20,Wastewater Utility,5900,Expense,Personal Services,8020
FY20,Wastewater Utility,5900,Expense,Supplies,4000
FY20,Wastewater Utility,5900,Expense,Supplies,1000
FY20,Wastewater Utility,5900,Expense,Supplies,500
FY20,Public Works,5900,Expense,Supplies,1680
FY20,Wastewater Utility,5900,Expense,Supplies,137000
FY20,Wastewater Utility,5900,Expense,Supplies,1
FY20,Public Works,5900,Expense,Supplies,80
FY20,Wastewater Utility,5900,Expense,Supplies,194010
FY20,Wastewater Utility,5900,Expense,Supplies,20000
FY20,Wastewater Utility,5900,Expense,Supplies,186874
FY20,Wastewater Utility,5900,Expense,Supplies,9030
FY20,Public Works,5900,Expense,Supplies,3040
FY20,Wastewater Utility,5900,Expense,Supplies,2190
FY20,Wastewater Utility,5900,Expense,Supplies,300
FY20,Wastewater Utility,5900,Expense,Supplies,1400
FY20,Public Works,5900,Expense,Supplies,50
FY20,Wastewater Utility,5900,Expense,Supplies,5150
FY20,Wastewater Utility,5900,Expense,Supplies,3751
FY20,Wastewater Utility,5900,Expense,Supplies,11550
FY20,Wastewater Utility,5900,Expense,Supplies,187000
FY20,Public Works,5900,Expense,Supplies,58000
FY20,Wastewater Utility,5900,Expense,Supplies,2000
FY20,Wastewater Utility,5900,Expense,Supplies,2901
FY20,Wastewater Utility,5900,Expense,Supplies,2000
FY20,Public Works,5900,Expense,Other Services and Charges,275
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,1
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,795388
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,583130
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,84775
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,9201
FY20,Public Works,5900,Expense,Other Services and Charges,16820
FY20,Public Works,5900,Expense,Other Services and Charges,22160
FY20,Public Works,5900,Expense,Other Services and Charges,2500
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,3024
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,180
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,72
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,360
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,324
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,3330
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,12880
FY20,Public Works,5900,Expense,Other Services and Charges,8225
FY20,Public Works,5900,Expense,Other Services and Charges,3715
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,33000
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,5750
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,2500
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,4440
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,1147
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,6049
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,27368
FY20,Public Works,5900,Expense,Other Services and Charges,9821
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,6354
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,199
FY20,Public Works,5900,Expense,Other Services and Charges,185
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,26054
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,114000
FY20,Public Works,5900,Expense,Other Services and Charges,25000
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,1263863
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,14500
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,3480000
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,359000
FY20,Public Works,5900,Expense,Other Services and Charges,358365
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,1520
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,23301
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,1950
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,69000
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,253391
FY20,Public Works,5900,Expense,Other Services and Charges,2000
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,1500
FY20,Public Works,5900,Expense,Other Services and Charges,40638
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,2271
FY20,Public Works,5900,Expense,Other Services and Charges,67510
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,67801
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,25846
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,2654
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,250
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,2150
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,6500
FY20,Public Works,5900,Expense,Other Services and Charges,41330
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,500
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,900
FY20,Public Works,5900,Expense,Other Services and Charges,12380
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,10000
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,5000
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,300
FY20,Public Works,5900,Expense,Other Services and Charges,1568
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,450
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,4400
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,39525
FY20,Public Works,5900,Expense,Other Services and Charges,19685
FY20,Wastewater Utility,5900,Expense,Other Services and Charges,14975
FY20,Public Works,5900,Expense,Capital Outlay,1100000
FY20,Wastewater Utility,5900,Expense,Capital Outlay,20000
FY20,Wastewater Utility,5900,Expense,Capital Outlay,4110000
FY20,Public Works,5900,Expense,Capital Outlay,350000
FY20,Wastewater Utility,5900,Expense,Debt Service,250000
FY20,Wastewater Utility,5900,Expense,Debt Service,40000
FY20,Wastewater Utility,5900,Expense,Debt Service,2150000
FY20,Wastewater Utility,5900,Expense,Debt Service,115000
FY20,Wastewater Utility,5900,Expense,Debt Service,1060
FY20,Wastewater Utility,5900,Expense,Debt Service,453
FY20,Wastewater Utility,5900,Expense,Debt Service,12065
FY20,Wastewater Utility,5900,Expense,Debt Service,4021
FY20,Wastewater Utility,5900,Expense,Debt Service,31406
FY20,Wastewater Utility,5900,Expense,Debt Service,4080
FY20,Wastewater Utility,5900,Expense,Debt Service,839299
FY20,Wastewater Utility,5900,Expense,Debt Service,24752
FY20,Wastewater Utility,5900,Expense,Debt Service,600
FY20,Wastewater Utility,5900,Expense,Debt Service,600
FY20,Wastewater Utility,5900,Expense,Debt Service,600
FY20,Wastewater Utility,5900,Expense,Debt Service,600
FY20,Wastewater Utility,5900,Expense,Transfers Out,100000
FY20,,5910,Revenue,Charges for Service,583130
FY20,,5910,Revenue,Charges for Service,4000
FY20,,5910,Revenue,Charges for Service,6030000
FY20,,5910,Revenue,Charges for Service,2910000
FY20,,5910,Revenue,Charges for Service,100000
FY20,,5910,Revenue,Charges for Service,310000
FY20,,5910,Revenue,Charges for Service,7000000
FY20,,5910,Revenue,Charges for Service,1300000
FY20,,5910,Revenue,Charges for Service,1100000
FY20,,5910,Revenue,Charges for Service,2600000
FY20,,5910,Revenue,Charges for Service,110000
FY20,,5910,Revenue,Charges for Service,60000
FY20,,5910,Revenue,Fines and Forfeitures,50000
FY20,,5910,Revenue,Fines and Forfeitures,90000
FY20,,5910,Revenue,Interest and Rentals,50000
FY20,,5910,Revenue,Interest and Rentals,140000
FY20,,5910,Revenue,Interest and Rentals,10000
FY20,,5910,Revenue,Other Revenues,5000
FY20,,5910,Revenue,Other Revenues,5000
FY20,,5910,Revenue,Other Revenues,80000
FY20,,5910,Revenue,Other Revenues,40000
FY20,,5910,Revenue,Other Revenues,150000
FY20,Public Works,5910,Expense,Personal Services,31000
FY20,Public Works,5910,Expense,Personal Services,370003
FY20,Public Works,5910,Expense,Personal Services,418099
FY20,Water Utility,5910,Expense,Personal Services,5993
FY20,Water Utility,5910,Expense,Personal Services,66555
FY20,Water Utility,5910,Expense,Personal Services,1295067
FY20,Water Utility,5910,Expense,Personal Services,5993
FY20,Water Utility,5910,Expense,Personal Services,73078
FY20,Public Works,5910,Expense,Personal Services,10000
FY20,Water Utility,5910,Expense,Personal Services,185002
FY20,Water Utility,5910,Expense,Personal Services,40118
FY20,Water Utility,5910,Expense,Personal Services,223074
FY20,Water Utility,5910,Expense,Personal Services,243367
FY20,Public Works,5910,Expense,Personal Services,20000
FY20,Public Works,5910,Expense,Personal Services,10000
FY20,Public Works,5910,Expense,Personal Services,20000
FY20,Public Works,5910,Expense,Personal Services,500
FY20,Water Utility,5910,Expense,Personal Services,61628
FY20,Public Works,5910,Expense,Personal Services,1000
FY20,Public Works,5910,Expense,Personal Services,68500
FY20,Public Works,5910,Expense,Personal Services,42310
FY20,Water Utility,5910,Expense,Personal Services,5000
FY20,Water Utility,5910,Expense,Personal Services,85000
FY20,Water Utility,5910,Expense,Personal Services,5000
FY20,Public Works,5910,Expense,Personal Services,500
FY20,Water Utility,5910,Expense,Personal Services,9000
FY20,Water Utility,5910,Expense,Personal Services,5000
FY20,Water Utility,5910,Expense,Personal Services,1000
FY20,Water Utility,5910,Expense,Personal Services,1000
FY20,Public Works,5910,Expense,Personal Services,35707
FY20,Public Works,5910,Expense,Personal Services,3213
FY20,Public Works,5910,Expense,Personal Services,37058
FY20,Water Utility,5910,Expense,Personal Services,465
FY20,Water Utility,5910,Expense,Personal Services,6076
FY20,Water Utility,5910,Expense,Personal Services,110981
FY20,Water Utility,5910,Expense,Personal Services,465
FY20,Water Utility,5910,Expense,Personal Services,5602
FY20,Water Utility,5910,Expense,Personal Services,17447
FY20,Water Utility,5910,Expense,Personal Services,3521
FY20,Water Utility,5910,Expense,Personal Services,14284
FY20,Public Works,5910,Expense,Personal Services,842
FY20,Water Utility,5910,Expense,Personal Services,19036
FY20,Public Works,5910,Expense,Personal Services,134761
FY20,Public Works,5910,Expense,Personal Services,162002
FY20,Water Utility,5910,Expense,Personal Services,66840
FY20,Water Utility,5910,Expense,Personal Services,1723
FY20,Water Utility,5910,Expense,Personal Services,64639
FY20,Water Utility,5910,Expense,Personal Services,24287
FY20,Water Utility,5910,Expense,Personal Services,1723
FY20,Water Utility,5910,Expense,Personal Services,376141
FY20,Water Utility,5910,Expense,Personal Services,11200
FY20,Water Utility,5910,Expense,Personal Services,1723
FY20,Water Utility,5910,Expense,Personal Services,75793
FY20,Public Works,5910,Expense,Personal Services,512
FY20,Public Works,5910,Expense,Personal Services,43
FY20,Public Works,5910,Expense,Personal Services,573
FY20,Water Utility,5910,Expense,Personal Services,9
FY20,Water Utility,5910,Expense,Personal Services,102
FY20,Water Utility,5910,Expense,Personal Services,1764
FY20,Water Utility,5910,Expense,Personal Services,9
FY20,Water Utility,5910,Expense,Personal Services,89
FY20,Water Utility,5910,Expense,Personal Services,301
FY20,Water Utility,5910,Expense,Personal Services,55
FY20,Water Utility,5910,Expense,Personal Services,257
FY20,Public Works,5910,Expense,Personal Services,14
FY20,Water Utility,5910,Expense,Personal Services,336
FY20,Public Works,5910,Expense,Personal Services,10860
FY20,Public Works,5910,Expense,Personal Services,172658
FY20,Public Works,5910,Expense,Personal Services,168942
FY20,Public Works,5910,Expense,Personal Services,3786
FY20,Water Utility,5910,Expense,Personal Services,81158
FY20,Water Utility,5910,Expense,Personal Services,14032
FY20,Water Utility,5910,Expense,Personal Services,69603
FY20,Water Utility,5910,Expense,Personal Services,23117
FY20,Water Utility,5910,Expense,Personal Services,1219
FY20,Water Utility,5910,Expense,Personal Services,337745
FY20,Water Utility,5910,Expense,Personal Services,20733
FY20,Water Utility,5910,Expense,Personal Services,1219
FY20,Water Utility,5910,Expense,Personal Services,68306
FY20,Water Utility,5910,Expense,Personal Services,8891
FY20,Water Utility,5910,Expense,Personal Services,480
FY20,Water Utility,5910,Expense,Personal Services,3116
FY20,Water Utility,5910,Expense,Personal Services,480
FY20,Water Utility,5910,Expense,Personal Services,240
FY20,Water Utility,5910,Expense,Personal Services,481
FY20,Water Utility,5910,Expense,Personal Services,84317
FY20,Water Utility,5910,Expense,Personal Services,1
FY20,Water Utility,5910,Expense,Personal Services,4271
FY20,Public Works,5910,Expense,Personal Services,21575
FY20,Public Works,5910,Expense,Personal Services,13230
FY20,Public Works,5910,Expense,Personal Services,477
FY20,Public Works,5910,Expense,Personal Services,1943
FY20,Water Utility,5910,Expense,Personal Services,28809
FY20,Public Works,5910,Expense,Personal Services,7086
FY20,Public Works,5910,Expense,Personal Services,4886
FY20,Water Utility,5910,Expense,Personal Services,2151
FY20,Water Utility,5910,Expense,Personal Services,187
FY20,Water Utility,5910,Expense,Personal Services,94
FY20,Water Utility,5910,Expense,Personal Services,187
FY20,Water Utility,5910,Expense,Personal Services,1211
FY20,Water Utility,5910,Expense,Personal Services,187
FY20,Water Utility,5910,Expense,Personal Services,2236
FY20,Water Utility,5910,Expense,Personal Services,1864
FY20,Public Works,5910,Expense,Personal Services,660
FY20,Public Works,5910,Expense,Personal Services,155
FY20,Water Utility,5910,Expense,Personal Services,94463
FY20,Water Utility,5910,Expense,Personal Services,330694
FY20,Public Works,5910,Expense,Personal Services,25704
FY20,Public Works,5910,Expense,Personal Services,2413
FY20,Public Works,5910,Expense,Personal Services,25454
FY20,Water Utility,5910,Expense,Personal Services,10872
FY20,Water Utility,5910,Expense,Personal Services,826
FY20,Water Utility,5910,Expense,Personal Services,297
FY20,Public Works,5910,Expense,Personal Services,628
FY20,Water Utility,5910,Expense,Personal Services,114
FY20,Water Utility,5910,Expense,Personal Services,1331
FY20,Water Utility,5910,Expense,Personal Services,28479
FY20,Water Utility,5910,Expense,Personal Services,114
FY20,Water Utility,5910,Expense,Personal Services,1446
FY20,Water Utility,5910,Expense,Personal Services,4622
FY20,Public Works,5910,Expense,Personal Services,8247
FY20,Public Works,5910,Expense,Personal Services,5774
FY20,Water Utility,5910,Expense,Personal Services,1339
FY20,Water Utility,5910,Expense,Personal Services,80
FY20,Water Utility,5910,Expense,Personal Services,16496
FY20,Water Utility,5910,Expense,Personal Services,1664
FY20,Water Utility,5910,Expense,Personal Services,80
FY20,Water Utility,5910,Expense,Personal Services,3986
FY20,Water Utility,5910,Expense,Personal Services,904
FY20,Water Utility,5910,Expense,Personal Services,1705
FY20,Water Utility,5910,Expense,Personal Services,4465
FY20,Public Works,5910,Expense,Personal Services,5627
FY20,Water Utility,5910,Expense,Personal Services,21640
FY20,Public Works,5910,Expense,Personal Services,2085
FY20,Water Utility,5910,Expense,Personal Services,8020
FY20,Water Utility,5910,Expense,Supplies,5000
FY20,Water Utility,5910,Expense,Supplies,250
FY20,Water Utility,5910,Expense,Supplies,17800
FY20,Water Utility,5910,Expense,Supplies,400
FY20,Public Works,5910,Expense,Supplies,1560
FY20,Water Utility,5910,Expense,Supplies,120000
FY20,Public Works,5910,Expense,Supplies,80
FY20,Water Utility,5910,Expense,Supplies,65200
FY20,Water Utility,5910,Expense,Supplies,7540
FY20,Water Utility,5910,Expense,Supplies,791457
FY20,Water Utility,5910,Expense,Supplies,1500
FY20,Water Utility,5910,Expense,Supplies,10700
FY20,Public Works,5910,Expense,Supplies,3500
FY20,Public Works,5910,Expense,Supplies,3540
FY20,Water Utility,5910,Expense,Supplies,1385
FY20,Public Works,5910,Expense,Supplies,50
FY20,Water Utility,5910,Expense,Supplies,6500
FY20,Water Utility,5910,Expense,Supplies,1500
FY20,Public Works,5910,Expense,Supplies,120000
