Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Police,Records Management,General Fund,Supplies,Office Supplies.Office Supplies,1000
FY20,Expense,Police,Administration Services,General Fund,Supplies,Office Supplies.Office Supplies,14800
FY20,Expense,Assessor,Assessor,General Fund,Supplies,Office Supplies.Office Supplies,4400
FY20,Expense,City Clerk,City Clerk - Election,General Fund,Supplies,Office Supplies.Office Supplies,6000
FY20,Expense,City Clerk,City Clerk,General Fund,Supplies,Office Supplies.Office Supplies,2400
FY20,Expense,District Court,District Court,General Fund,Supplies,Office Supplies.Office Supplies,33300
FY20,Expense,City Manager,City Manager,General Fund,Supplies,Office Supplies.Office Supplies,22560
FY20,Expense,Finance,Accounting,General Fund,Supplies,Office Supplies.Office Supplies,5385
FY20,Expense,Permits,Permits,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,5423
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Office Supplies.Office Supplies,500
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Office Supplies.Office Supplies,400
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,500
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,2155
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,1127
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Supplies,Office Supplies.Office Supplies,1825
FY20,Expense,Attorney,Legal Services,General Fund,Supplies,Office Supplies.Office Supplies,5000
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Supplies,Office Supplies.Office Supplies,240
FY20,Expense,Planning,Administration 2020,Community Development Fund,Supplies,Office Supplies.Office Supplies,400
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Supplies,Office Supplies.Office Supplies,1320
FY20,Expense,Public Works,T and D - Mains,Water Fund,Supplies,Office Supplies.Office Supplies,1560
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Supplies,Office Supplies.Office Supplies,600
FY20,Expense,Public Works,Transmission,Sewer Fund,Supplies,Office Supplies.Office Supplies,1680
FY20,Expense,District Court,Building,General Fund,Supplies,Operating Supplies.Operating Supplies,5450
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Operating Supplies.Operating Supplies,120000
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,137000
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Supplies,Operating Supplies.Operating Supplies,500
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,1
FY20,Expense,Public Works,Transmission,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,80
FY20,Expense,Public Works,T and D - Mains,Water Fund,Supplies,Operating Supplies.Operating Supplies,80
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Supplies,Operating Supplies.Operating Supplies,160
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Supplies,Operating Supplies.Operating Supplies,1280
FY20,Expense,Fire,Fighting - Paid on Call,General Fund,Supplies,Operating Supplies.Operating Supplies,1500
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Supplies,Operating Supplies.Operating Supplies,22700
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,194010
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Supplies,Operating Supplies.Operating Supplies,65200
FY20,Expense,City Council,City Council,General Fund,Supplies,Operating Supplies.Operating Supplies,3450
FY20,Expense,Purchasing,Central Services,General Fund,Supplies,Operating Supplies.Operating Supplies,500
FY20,Expense,Information Technology,Information Technology,General Fund,Supplies,Operating Supplies.Operating Supplies,19000
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Supplies,Operating Supplies.Operating Supplies,19830
FY20,Expense,Police,Building ,General Fund,Supplies,Operating Supplies.Operating Supplies,13700
FY20,Expense,Police,Detective Bureau,General Fund,Supplies,Operating Supplies.Operating Supplies,7000
FY20,Expense,Police,Senior Volunteer,General Fund,Supplies,Operating Supplies.Operating Supplies,1500
FY20,Expense,Police,Jail,General Fund,Supplies,Operating Supplies.Operating Supplies,50
FY20,Expense,Fire,Fighting,General Fund,Supplies,Operating Supplies.Operating Supplies,23000
FY20,Expense,Police,Forensic Science Unit,General Fund,Supplies,Operating Supplies.Operating Supplies,11000
FY20,Expense,Police,Patrol,General Fund,Supplies,Operating Supplies.Operating Supplies,50600
FY20,Expense,Fire,Prevention,General Fund,Supplies,Operating Supplies.Operating Supplies,3000
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Supplies,Operating Supplies.Operating Supplies,289200
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,8245
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,670
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,26307
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Supplies,Operating Supplies.Operating Supplies,87700
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Operating Supplies.Operating Supplies,22000
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,20000
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,186874
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Supplies,Operating Supplies.Operating Supplies,7540
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Operating Supplies.Operating Supplies,791457
FY20,Expense,Purchasing,Central Services,General Fund,Supplies,Operating Supplies.Postage,89466
FY20,Expense,Purchasing,Central Services,General Fund,Supplies,Operating Supplies.Paper Supplies,6755
FY20,Expense,Fire,Fighting,General Fund,Supplies,Operating Supplies.Medical,8500
FY20,Expense,Information Technology,Information Technology,General Fund,Supplies,Operating Supplies.Computer Equipment,113000
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Fuel Supplies.Fuel Supplies,350000
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Uniforms.Uniforms,5600
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Uniforms.Uniforms,1500
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Uniforms.Uniforms,10700
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Uniforms.Uniforms,9030
FY20,Expense,Public Works,Transmission,Sewer Fund,Supplies,Uniforms.Uniforms,3040
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Uniforms.Uniforms,2190
FY20,Expense,Fire,Fighting,General Fund,Supplies,Uniforms.Uniforms,18000
FY20,Expense,Fire,Administration Services,General Fund,Supplies,Uniforms.Uniforms,1250
FY20,Expense,Police,Senior Volunteer,General Fund,Supplies,Uniforms.Uniforms,1000
FY20,Expense,Police,Patrol,General Fund,Supplies,Uniforms.Uniforms,40000
FY20,Expense,Police,Forensic Science Unit,General Fund,Supplies,Uniforms.Uniforms,1800
FY20,Expense,Police,Detective Bureau,General Fund,Supplies,Uniforms.Uniforms,5000
FY20,Expense,Police,Administration Services,General Fund,Supplies,Uniforms.Uniforms,4855
FY20,Expense,District Court,District Court,General Fund,Supplies,Uniforms.Uniforms,1500
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Supplies,Uniforms.Uniforms,500
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Uniforms.Uniforms,3500
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Supplies,Uniforms.Uniforms,4500
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Supplies,Uniforms.Uniforms,1280
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Supplies,Uniforms.Uniforms,3500
FY20,Expense,Fire,Prevention,General Fund,Supplies,Uniforms.Uniforms,500
FY20,Expense,Public Works,T and D - Services,Water Fund,Supplies,Uniforms.Uniforms,3500
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Supplies,Uniforms.Uniforms,300
FY20,Expense,Public Works,T and D - Mains,Water Fund,Supplies,Uniforms.Uniforms,3540
FY20,Expense,Fire,Fighting - Paid on Call,General Fund,Supplies,Uniforms.Uniforms,1000
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Supplies,Uniforms.Uniforms,640
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Supplies,Uniforms.Uniforms,376
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Supplies,Uniforms.Uniforms,787
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Supplies,Uniforms.Uniforms,1000
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Uniforms.Uniforms,1400
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Uniforms.Uniforms,1385
FY20,Expense,Permits,Permits,Building Inspection Fund,Supplies,Uniforms.Uniforms,2100
FY20,Expense,Fire,Fighting - Paid on Call,General Fund,Supplies,Uniforms.Turn Out Gear,8800
FY20,Expense,Fire,Fighting,General Fund,Supplies,Uniforms.Turn Out Gear,23000
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Supplies,Uniforms.Turn Out Gear,6600
FY20,Expense,City Manager,City Manager,General Fund,Supplies,Awards.Awards,9000
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Supplies,Tools and Supplies.Tools and Supplies,800
FY20,Expense,Public Works,T and D - Mains,Water Fund,Supplies,Tools and Supplies.Tools and Supplies,50
FY20,Expense,Public Works,Transmission,Sewer Fund,Supplies,Tools and Supplies.Tools and Supplies,50
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Supplies,Tools and Supplies.Tools and Supplies,1500
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Tools and Supplies.Tools and Supplies,900
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Supplies,Tools and Supplies.Tools and Supplies,500
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Tools and Supplies.Tools and Supplies,5150
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Tools and Supplies.Tools and Supplies,3751
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Tools and Supplies.Tools and Supplies,6500
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Tools and Supplies.Tools and Supplies,1500
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Tools and Supplies.Tools and Supplies,15000
FY20,Expense,Public Works,Building,Motor Pool Fund,Supplies,Tools and Supplies.Tools and Supplies,13500
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,11550
FY20,Expense,Public Works,T and D - Services,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,120000
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,13000
FY20,Expense,Public Works,T and D - Mains,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,99000
FY20,Expense,Public Works,Building,Motor Pool Fund,Supplies,Maintenance Supplies.Maintenance Supplies,35000
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Supplies,Maintenance Supplies.Maintenance Supplies,260000
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,140000
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,190001
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,8000
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,187000
FY20,Expense,Public Works,Transmission,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,58000
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,2000
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,1500
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,14500
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Supplies,Maintenance Supplies.Maintenance Supplies,26440
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Maintenance Supplies.Maintenance Supplies,72450
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Supplies,Maintenance Supplies.Maintenance Supplies,7560
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Supplies,Maintenance Supplies.Maintenance Supplies,4000
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Supplies,Maintenance Supplies.Maintenance Supplies,161700
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Supplies,Maintenance Supplies.Maintenance Supplies,61000
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Supplies,Maintenance Supplies.Maintenance Supplies,75000
FY20,Expense,Fire,Buildings,General Fund,Supplies,Maintenance Supplies.Maintenance Supplies,13000
FY20,Expense,Fire,Fighting,General Fund,Supplies,Maintenance Supplies.Maintenance Supplies,3500
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,2901
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Supplies,Maintenance Supplies.Maintenance Supplies,2500
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,2000
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Supplies,Maintenance Supplies.Maintenance Supplies,3500
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Professional Services.Professional Services,4400
FY20,Expense,Planning,Administration 2020,Community Development Fund,Other Services and Charges,Professional Services.Professional Services,32850
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Other Services and Charges,Professional Services.Professional Services,3100
FY20,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Professional Services.Professional Services,100000
FY20,Expense,Finance,Accounting,General Fund,Other Services and Charges,Professional Services.Professional Services,90050
FY20,Expense,City Manager,City Manager,General Fund,Other Services and Charges,Professional Services.Professional Services,61880
FY20,Expense,District Court,District Court,General Fund,Other Services and Charges,Professional Services.Professional Services,44700
FY20,Expense,Assessor,Assessor,General Fund,Other Services and Charges,Professional Services.Professional Services,69200
FY20,Expense,Planning,Planning,General Fund,Other Services and Charges,Professional Services.Professional Services,3000
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Professional Services.Professional Services,20000
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Other Services and Charges,Professional Services.Professional Services,32000
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Other Services and Charges,Professional Services.Professional Services,15550
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Professional Services.Professional Services,275
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Professional Services.Professional Services,1
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Professional Services.Professional Services,1
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Professional Services.Professional Services,11000
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Professional Services.Professional Services,155500
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Other Services and Charges,Professional Services.Professional Services,1
FY20,Expense,General Government,Administration,Retiree Health Trust Fund,Other Services and Charges,Professional Services.Professional Services,60000
FY20,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Professional Services.Professional Services,275
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Professional Services.Noise / Sound Control Contract,500
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Professional Services.Prof Services Pk Design,28750
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Professional Services.Prof Services Pk Design,7200
FY20,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Professional Services.Legal - Gen - Sluiter/Agent,5000
FY20,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Professional Services.Legal - Labor - Miller Jhsn,110000
FY20,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Professional Services.Legal Ct Sluiter Agents,225000
FY20,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Professional Services.Legal Special Counsel,25000
FY20,Expense,General Government,Administration,Retiree Health Trust Fund,Other Services and Charges,Professional Services.Legal Special Counsel,5000
FY20,Expense,General Government,Administration,Pension Fund,Other Services and Charges,Professional Services.Legal Special Counsel,15000
FY20,Expense,General Government,Investment Expense,Pension Fund,Other Services and Charges,Professional Services.Investment Advice - Callan,59800
FY20,Expense,Public Works,Administration,Solid Waste Disposal Fund,Other Services and Charges,Administrative Fee.Administrative Fee,54945
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Administrative Fee.Administrative Fee,379641
FY20,Expense,Wastewater Utility,Administration Services,Sewer Fund,Other Services and Charges,Administrative Fee.Administrative Fee,795388
FY20,Expense,Water Utility,Administration,Water Fund,Other Services and Charges,Administrative Fee.Administrative Fee,1043480
FY20,Expense,Public Works,Administration,Sidewalk Fund,Other Services and Charges,Administrative Fee.Administrative Fee,26560
FY20,Expense,Public Works,Administration Fee,Motor Pool Fund,Other Services and Charges,Administrative Fee.Administrative Fee,170772
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Administrative Fee.Administrative Fee,337909
FY20,Expense,Public Works,Street Administration,Local Streets Fund,Other Services and Charges,Administrative Fee.Administrative Fee,106147
FY20,Expense,Public Works,Street Administration,Major Streets Fund,Other Services and Charges,Administrative Fee.Administrative Fee,201204
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,21648
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,21648
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,21648
FY20,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Administrative Fee.Administrative Fee,21648
FY20,Expense,Facilities,Administration,Library Maint & Capital Fund,Other Services and Charges,Administrative Fee.Administrative Fee,45445
FY20,Expense,General Government,Administration,Capital Projects Revolving Fund,Other Services and Charges,Administrative Fee.Administrative Fee,40932
FY20,Expense,General Government,Liability Ins Claims,General Liability Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,39305
FY20,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,48950
FY20,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,45090
FY20,Expense,General Government,Property Ins Claims,Property Insurance Fund,Other Services and Charges,Administrative Fee.Admin Aloc Rsk Mgmt Gen,43165
FY20,Expense,Wastewater Utility,Administration Services,Sewer Fund,Other Services and Charges,Billing Fees.Billing Fees,583130
FY20,Expense,District Court,District Court,General Fund,Other Services and Charges,Data Processing Services.Data Processing Services,33000
FY20,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Software Services.Software Services,351869
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Software Services.Software Services,1460
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Software Services.Software Services,8970
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Other Services and Charges,Software Services.Software Services,1160
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Software Services.Software Services,84775
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Software Services.Software Services,9201
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Software Services.Software Services,65366
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Other Services and Charges,Software Services.Software Services,31620
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Software Services.Software Services,5500
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Other Services and Charges,Software Services.Software Services,17100
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Other Services and Charges,Software Services.Software Services,1440
FY20,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Software Services.Software Services,15660
FY20,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,8019
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,2725
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,1362
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Software Services.Software Services,3026
FY20,Expense,Finance,Treasurer,General Fund,Other Services and Charges,Software Services.Software Services,7020
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Other Services and Charges,Software Services.Software Services,2390
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Software Services.Software Services,9280
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Software Services.Software Services,12760
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Software Services.Software Services,1344
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Software Services.Software Services,16820
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Other Services and Charges,Software Services.Software Services,5800
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,10920
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,10920
FY20,Expense,Public Works,T and D - Mains,Water Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,22160
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,22160
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,22160
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,22160
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,1000
FY20,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,11910
FY20,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Contract Labor.Contract Labor,7000
FY20,Expense,District Court,District Court,General Fund,Other Services and Charges,Witness and Jury Fees.Witness and Jury Fees,12000
FY20,Expense,District Court,District Court,General Fund,Other Services and Charges,Communications.Communications,6900
FY20,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Communications.Communications,2660
FY20,Expense,Police,Building ,General Fund,Other Services and Charges,Communications.Communications,17365
FY20,Expense,Information Technology,Information Technology,General Fund,Other Services and Charges,Communications.Communications,82820
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Other Services and Charges,Communications.Communications,10520
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Communications.Communications,240
FY20,Expense,Fire,Buildings,General Fund,Other Services and Charges,Communications.Communications,10700
FY20,Expense,Public Works,Transmission,Sewer Fund,Other Services and Charges,Communications.Communications,2500
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Communications.Communications,3024
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Communications.Communications,180
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Other Services and Charges,Communications.Communications,2400
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Other Services and Charges,Communications.Communications,43805
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Other Services and Charges,Communications.Communications,2220
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Other Services and Charges,Communications.Communications,1800
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Other Services and Charges,Communications.Communications,500
FY20,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Communications.Communications,6000
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Communications.Communications,700
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Communications.Communications,5200
FY20,Expense,Attorney,Legal Services,General Fund,Other Services and Charges,Communications.Cellular Phones,1200
FY20,Expense,City Clerk,City Clerk,General Fund,Other Services and Charges,Communications.Cellular Phones,1000
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Other Services and Charges,Communications.Cellular Phones,1500
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Other Services and Charges,Communications.Cellular Phones,1988
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Other Services and Charges,Communications.Cellular Phones,1200
FY20,Expense,Public Works,Building,Motor Pool Fund,Other Services and Charges,Communications.Cellular Phones,600
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Other Services and Charges,Communications.Cellular Phones,3600
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Other Services and Charges,Communications.Cellular Phones,180
FY20,Expense,Planning,Administration 2020,Community Development Fund,Other Services and Charges,Communications.Cellular Phones,150
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Other Services and Charges,Communications.Cellular Phones,72
FY20,Expense,Permits,Permits,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,3232
FY20,Expense,Police,Communications/Dispatch,General Fund,Other Services and Charges,Communications.Cellular Phones,18450
FY20,Expense,Police,Patrol,General Fund,Other Services and Charges,Communications.Cellular Phones,50370
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,928
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,300
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,1095
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Other Services and Charges,Communications.Cellular Phones,270
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Communications.Cellular Phones,360
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Other Services and Charges,Communications.Cellular Phones,1060
FY20,Expense,Planning,Planning,General Fund,Other Services and Charges,Communications.Cellular Phones,820
FY20,Expense,Public Works,T and D - Services,Water Fund,Other Services and Charges,Communications.Cellular Phones,5500
