budget_year,department,fund_code,account_type,amount,account_category
2019,Planning,256,Expense,15774,Personal Services
2019,Planning,256,Expense,19382,Personal Services
2019,Planning,256,Expense,323,Personal Services
2019,Planning,256,Expense,2023,Personal Services
2019,Planning,256,Expense,659,Personal Services
2019,Planning,256,Expense,40,Personal Services
2019,Planning,256,Expense,912,Personal Services
2019,Planning,256,Expense,337,Personal Services
2019,Planning,256,Expense,636,Personal Services
2019,Planning,256,Expense,898,Personal Services
2019,Planning,256,Expense,390,Supplies
2019,Planning,256,Expense,290,Supplies
2019,Planning,256,Expense,3580,Other Services and Charges
2019,Planning,256,Expense,7800,Other Services and Charges
2019,Planning,256,Expense,2500,Other Services and Charges
2019,Planning,256,Expense,240,Other Services and Charges
2019,Planning,256,Expense,210,Other Services and Charges
2019,Planning,256,Expense,0,Other Services and Charges
2019,Planning,256,Expense,1760,Other Services and Charges
2019,Planning,256,Expense,1250,Other Services and Charges
2019,Planning,256,Expense,600,Other Services and Charges
2019,Planning,256,Expense,150,Other Services and Charges
2019,Planning,256,Expense,1103,Other Services and Charges
2019,Planning,256,Expense,1141,Other Services and Charges
2019,Planning,256,Expense,800,Other Services and Charges
2019,Planning,256,Expense,750,Other Services and Charges
2019,Planning,256,Expense,300,Other Services and Charges
2019,Planning,256,Expense,4225,Other Services and Charges
2019,Planning,256,Expense,700,Other Services and Charges
2019,Planning,256,Expense,5000,Other Services and Charges
2019,Planning,256,Expense,5000,Other Services and Charges
2019,Planning,256,Expense,7500,Other Services and Charges
2019,Planning,256,Expense,5000,Other Services and Charges
2019,Planning,256,Expense,143982,Other Services and Charges
2019,Planning,256,Expense,129662,Other Services and Charges
2019,Planning,256,Expense,52500,Other Services and Charges
2019,Planning,256,Expense,17500,Other Services and Charges
2019,Planning,256,Expense,0,Other Services and Charges
2019,Planning,256,Expense,15000,Other Services and Charges
2019,Planning,256,Expense,30000,Other Services and Charges
2019,Planning,256,Expense,20000,Other Services and Charges
2019,Planning,256,Expense,15000,Other Services and Charges
2019,Planning,256,Expense,30000,Other Services and Charges
2019,Planning,256,Expense,55000,Other Services and Charges
2019,Planning,256,Expense,2500,Capital Outlay
2019,Planning,256,Expense,2500,Capital Outlay
2019,General Government,256,Revenue,154662,Federal Grants
2019,General Government,256,Revenue,479426,Federal Grants
2019,General Government,256,Revenue,0,Federal Grants
2019,General Government,256,Revenue,0,Federal Grants
2019,,256,Revenue,14000,Interest and Rentals
2019,,256,Revenue,500,Interest and Rentals
2019,,256,Revenue,7000,Other Revenues
2019,,256,Revenue,28000,Other Revenues
2019,,256,Revenue,61296,Other Revenues
2019,,256,Revenue,1000,Other Revenues
2019,,256,Revenue,200,Other Revenues
2019,Police,265,Expense,109286,Capital Outlay
2019,Police,265,Expense,39600,Capital Outlay
2019,,265,Revenue,0,Interest and Rentals
2019,Facilities,271,Expense,0,Personal Services
2019,Facilities,271,Expense,0,Other Services and Charges
2019,,271,Revenue,0,Taxes
2019,,271,Revenue,0,Contributions from Local Units
2019,,301,Revenue,0,Taxes
2019,Finance,320,Expense,330000,Debt Service
2019,Finance,320,Expense,91413,Debt Service
2019,Finance,320,Expense,750,Debt Service
2019,,320,Revenue,422163,Other Financing Sources
2019,Public Works,400,Expense,230386,Other Services and Charges
2019,Public Works,400,Expense,549997,Other Services and Charges
2019,Public Works,400,Expense,400000,Capital Outlay
2019,Public Works,400,Expense,0,Capital Outlay
2019,Public Works,400,Expense,4200000,Transfers Out
2019,Public Works,400,Expense,422165,Transfers Out
2019,,400,Revenue,3209000,Taxes
2019,,400,Revenue,-32100,Taxes
2019,,400,Revenue,3400,Taxes
2019,,400,Revenue,5700,Taxes
2019,,400,Revenue,-7200,Taxes
2019,,400,Revenue,57900,Taxes
2019,,400,Revenue,81341,Taxes
2019,,400,Revenue,2390000,Federal Grants
2019,,400,Revenue,0,Charges for Service
2019,,400,Revenue,7000,Interest and Rentals
2019,,400,Revenue,0,Other Revenues
2019,Facilities,401,Expense,56792,Personal Services
2019,Facilities,401,Expense,1500,Personal Services
2019,Facilities,401,Expense,1000,Personal Services
2019,Facilities,401,Expense,4632,Personal Services
2019,Facilities,401,Expense,20996,Personal Services
2019,Facilities,401,Expense,78,Personal Services
2019,Facilities,401,Expense,23308,Personal Services
2019,Facilities,401,Expense,1045,Personal Services
2019,Facilities,401,Expense,501,Personal Services
2019,Facilities,401,Expense,2050,Personal Services
2019,Facilities,401,Expense,1177,Personal Services
2019,Facilities,401,Expense,26050,Supplies
2019,Facilities,401,Expense,42244,Other Services and Charges
2019,Facilities,401,Expense,5200,Other Services and Charges
2019,Facilities,401,Expense,400,Other Services and Charges
2019,Facilities,401,Expense,1275,Other Services and Charges
2019,Facilities,401,Expense,2990,Other Services and Charges
2019,Facilities,401,Expense,125590,Other Services and Charges
2019,Facilities,401,Expense,90720,Other Services and Charges
2019,Facilities,401,Expense,11000,Other Services and Charges
2019,Facilities,401,Expense,3500,Other Services and Charges
2019,Facilities,401,Expense,3000,Other Services and Charges
2019,Facilities,401,Expense,250,Other Services and Charges
2019,Facilities,401,Expense,24500,Capital Outlay
2019,,401,Revenue,757000,Taxes
2019,,401,Revenue,-7600,Taxes
2019,,401,Revenue,800,Taxes
2019,,401,Revenue,1300,Taxes
2019,,401,Revenue,-1700,Taxes
2019,,401,Revenue,13600,Taxes
2019,,401,Revenue,5188,Taxes
2019,,401,Revenue,61540,Contributions from Local Units
2019,,401,Revenue,3000,Interest and Rentals
2019,,401,Revenue,1000,Interest and Rentals
2019,,589,Revenue,90000,Other Financing Sources
2019,Wastewater Utility,590,Expense,60000,Personal Services
2019,Public Works,590,Expense,287350,Personal Services
2019,Wastewater Utility,590,Expense,1173932,Personal Services
2019,Wastewater Utility,590,Expense,262990,Personal Services
2019,Wastewater Utility,590,Expense,286606,Personal Services
2019,Wastewater Utility,590,Expense,9500,Personal Services
2019,Wastewater Utility,590,Expense,10000,Personal Services
2019,Wastewater Utility,590,Expense,15000,Personal Services
2019,Public Works,590,Expense,25000,Personal Services
2019,Wastewater Utility,590,Expense,3700,Personal Services
2019,Public Works,590,Expense,26600,Personal Services
2019,Wastewater Utility,590,Expense,105800,Personal Services
2019,Wastewater Utility,590,Expense,10000,Personal Services
2019,Wastewater Utility,590,Expense,17000,Personal Services
2019,Wastewater Utility,590,Expense,500,Personal Services
2019,Wastewater Utility,590,Expense,4873,Personal Services
2019,Wastewater Utility,590,Expense,22047,Personal Services
2019,Wastewater Utility,590,Expense,99850,Personal Services
2019,Public Works,590,Expense,26406,Personal Services
2019,Wastewater Utility,590,Expense,23442,Personal Services
2019,Wastewater Utility,590,Expense,766,Personal Services
2019,Wastewater Utility,590,Expense,20070,Personal Services
2019,Public Works,590,Expense,103595,Personal Services
2019,Wastewater Utility,590,Expense,297599,Personal Services
2019,Wastewater Utility,590,Expense,70037,Personal Services
2019,Wastewater Utility,590,Expense,2265,Personal Services
2019,Wastewater Utility,590,Expense,77588,Personal Services
2019,Wastewater Utility,590,Expense,83,Personal Services
2019,Wastewater Utility,590,Expense,358,Personal Services
2019,Wastewater Utility,590,Expense,1596,Personal Services
2019,Public Works,590,Expense,394,Personal Services
2019,Wastewater Utility,590,Expense,14,Personal Services
2019,Wastewater Utility,590,Expense,392,Personal Services
2019,Wastewater Utility,590,Expense,20428,Personal Services
2019,Public Works,590,Expense,132089,Personal Services
2019,Wastewater Utility,590,Expense,319477,Personal Services
2019,Wastewater Utility,590,Expense,82356,Personal Services
2019,Wastewater Utility,590,Expense,73534,Personal Services
2019,Wastewater Utility,590,Expense,3210,Personal Services
2019,Wastewater Utility,590,Expense,17593,Personal Services
2019,Wastewater Utility,590,Expense,0,Personal Services
2019,Wastewater Utility,590,Expense,4509,Personal Services
2019,Wastewater Utility,590,Expense,76185,Personal Services
2019,Public Works,590,Expense,1,Personal Services
2019,Wastewater Utility,590,Expense,0,Personal Services
2019,Wastewater Utility,590,Expense,19489,Personal Services
2019,Public Works,590,Expense,841,Personal Services
2019,Wastewater Utility,590,Expense,0,Personal Services
2019,Wastewater Utility,590,Expense,0,Personal Services
2019,Wastewater Utility,590,Expense,5315,Personal Services
2019,Wastewater Utility,590,Expense,1772,Personal Services
2019,Wastewater Utility,590,Expense,124000,Personal Services
2019,Wastewater Utility,590,Expense,141000,Personal Services
2019,Wastewater Utility,590,Expense,1075,Personal Services
2019,Wastewater Utility,590,Expense,23812,Personal Services
2019,Public Works,590,Expense,20105,Personal Services
2019,Wastewater Utility,590,Expense,4811,Personal Services
2019,Wastewater Utility,590,Expense,170,Personal Services
2019,Wastewater Utility,590,Expense,5233,Personal Services
2019,Wastewater Utility,590,Expense,5201,Personal Services
2019,Public Works,590,Expense,6194,Personal Services
2019,Wastewater Utility,590,Expense,16912,Personal Services
2019,Wastewater Utility,590,Expense,2815,Personal Services
2019,Wastewater Utility,590,Expense,0,Personal Services
2019,Wastewater Utility,590,Expense,4000,Supplies
2019,Wastewater Utility,590,Expense,1000,Supplies
2019,Wastewater Utility,590,Expense,500,Supplies
2019,Wastewater Utility,590,Expense,133000,Supplies
2019,Wastewater Utility,590,Expense,1,Supplies
2019,Wastewater Utility,590,Expense,237570,Supplies
2019,Wastewater Utility,590,Expense,25000,Supplies
2019,Wastewater Utility,590,Expense,176350,Supplies
2019,Wastewater Utility,590,Expense,8975,Supplies
2019,Public Works,590,Expense,3000,Supplies
2019,Wastewater Utility,590,Expense,2100,Supplies
2019,Wastewater Utility,590,Expense,300,Supplies
2019,Wastewater Utility,590,Expense,1400,Supplies
2019,Wastewater Utility,590,Expense,150,Supplies
2019,Wastewater Utility,590,Expense,3751,Supplies
2019,Wastewater Utility,590,Expense,18951,Supplies
2019,Wastewater Utility,590,Expense,191500,Supplies
2019,Public Works,590,Expense,57500,Supplies
2019,Wastewater Utility,590,Expense,2000,Supplies
2019,Wastewater Utility,590,Expense,3301,Supplies
2019,Wastewater Utility,590,Expense,2000,Supplies
2019,Wastewater Utility,590,Expense,2500,Other Services and Charges
2019,Wastewater Utility,590,Expense,50001,Other Services and Charges
2019,Wastewater Utility,590,Expense,932362,Other Services and Charges
2019,Wastewater Utility,590,Expense,39860,Other Services and Charges
2019,Wastewater Utility,590,Expense,195430,Other Services and Charges
2019,Wastewater Utility,590,Expense,569000,Other Services and Charges
2019,Wastewater Utility,590,Expense,127676,Other Services and Charges
2019,Wastewater Utility,590,Expense,8500,Other Services and Charges
2019,Public Works,590,Expense,25140,Other Services and Charges
2019,Public Works,590,Expense,2500,Other Services and Charges
2019,Wastewater Utility,590,Expense,2040,Other Services and Charges
2019,Wastewater Utility,590,Expense,180,Other Services and Charges
2019,Wastewater Utility,590,Expense,72,Other Services and Charges
2019,Wastewater Utility,590,Expense,360,Other Services and Charges
2019,Wastewater Utility,590,Expense,303,Other Services and Charges
2019,Wastewater Utility,590,Expense,3330,Other Services and Charges
2019,Wastewater Utility,590,Expense,12150,Other Services and Charges
2019,Public Works,590,Expense,9000,Other Services and Charges
2019,Public Works,590,Expense,3000,Other Services and Charges
2019,Wastewater Utility,590,Expense,31300,Other Services and Charges
2019,Wastewater Utility,590,Expense,5250,Other Services and Charges
2019,Wastewater Utility,590,Expense,2500,Other Services and Charges
2019,Wastewater Utility,590,Expense,3360,Other Services and Charges
2019,Wastewater Utility,590,Expense,1320,Other Services and Charges
2019,Wastewater Utility,590,Expense,5926,Other Services and Charges
2019,Wastewater Utility,590,Expense,25748,Other Services and Charges
2019,Public Works,590,Expense,6821,Other Services and Charges
2019,Wastewater Utility,590,Expense,6249,Other Services and Charges
2019,Wastewater Utility,590,Expense,209,Other Services and Charges
2019,Public Works,590,Expense,340,Other Services and Charges
2019,Wastewater Utility,590,Expense,51372,Other Services and Charges
2019,Wastewater Utility,590,Expense,100000,Other Services and Charges
2019,Public Works,590,Expense,25000,Other Services and Charges
2019,Wastewater Utility,590,Expense,1417139,Other Services and Charges
2019,Wastewater Utility,590,Expense,17375,Other Services and Charges
2019,Wastewater Utility,590,Expense,2820000,Other Services and Charges
2019,Wastewater Utility,590,Expense,329000,Other Services and Charges
2019,Public Works,590,Expense,359000,Other Services and Charges
2019,Wastewater Utility,590,Expense,3570,Other Services and Charges
2019,Wastewater Utility,590,Expense,24301,Other Services and Charges
2019,Wastewater Utility,590,Expense,1950,Other Services and Charges
2019,Wastewater Utility,590,Expense,48000,Other Services and Charges
2019,Wastewater Utility,590,Expense,239065,Other Services and Charges
2019,Wastewater Utility,590,Expense,0,Other Services and Charges
2019,Public Works,590,Expense,500,Other Services and Charges
2019,Wastewater Utility,590,Expense,1500,Other Services and Charges
2019,Public Works,590,Expense,34085,Other Services and Charges
2019,Wastewater Utility,590,Expense,2124,Other Services and Charges
2019,Public Works,590,Expense,58000,Other Services and Charges
2019,Wastewater Utility,590,Expense,63732,Other Services and Charges
2019,Wastewater Utility,590,Expense,22910,Other Services and Charges
2019,Wastewater Utility,590,Expense,2884,Other Services and Charges
2019,Wastewater Utility,590,Expense,250,Other Services and Charges
2019,Wastewater Utility,590,Expense,2650,Other Services and Charges
2019,Wastewater Utility,590,Expense,6500,Other Services and Charges
2019,Public Works,590,Expense,32000,Other Services and Charges
2019,Wastewater Utility,590,Expense,350,Other Services and Charges
2019,Wastewater Utility,590,Expense,900,Other Services and Charges
2019,Public Works,590,Expense,11000,Other Services and Charges
2019,Wastewater Utility,590,Expense,10000,Other Services and Charges
2019,Wastewater Utility,590,Expense,6600,Other Services and Charges
2019,Wastewater Utility,590,Expense,300,Other Services and Charges
2019,Public Works,590,Expense,1400,Other Services and Charges
2019,Wastewater Utility,590,Expense,450,Other Services and Charges
2019,Wastewater Utility,590,Expense,4520,Other Services and Charges
2019,Wastewater Utility,590,Expense,53425,Other Services and Charges
2019,Public Works,590,Expense,25000,Other Services and Charges
2019,Wastewater Utility,590,Expense,16875,Other Services and Charges
2019,Wastewater Utility,590,Expense,0,Other Services and Charges
2019,Public Works,590,Expense,800000,Capital Outlay
2019,Wastewater Utility,590,Expense,20000,Capital Outlay
2019,Wastewater Utility,590,Expense,910000,Capital Outlay
2019,Public Works,590,Expense,6500,Capital Outlay
2019,Wastewater Utility,590,Expense,305000,Debt Service
2019,Wastewater Utility,590,Expense,40000,Debt Service
2019,Wastewater Utility,590,Expense,2005000,Debt Service
2019,Wastewater Utility,590,Expense,115000,Debt Service
2019,Wastewater Utility,590,Expense,1060,Debt Service
2019,Wastewater Utility,590,Expense,460,Debt Service
2019,Wastewater Utility,590,Expense,12070,Debt Service
2019,Wastewater Utility,590,Expense,4021,Debt Service
2019,Wastewater Utility,590,Expense,40560,Debt Service
2019,Wastewater Utility,590,Expense,5040,Debt Service
2019,Wastewater Utility,590,Expense,898050,Debt Service
2019,Wastewater Utility,590,Expense,27328,Debt Service
2019,Wastewater Utility,590,Expense,750,Debt Service
2019,Wastewater Utility,590,Expense,750,Debt Service
2019,Wastewater Utility,590,Expense,750,Debt Service
2019,Wastewater Utility,590,Expense,750,Debt Service
2019,Wastewater Utility,590,Expense,90000,Transfers Out
2019,,590,Revenue,0,State Grants
2019,,590,Revenue,9360000,Charges for Service
2019,,590,Revenue,1839065,Charges for Service
2019,,590,Revenue,90000,Charges for Service
2019,,590,Revenue,1100000,Charges for Service
2019,,590,Revenue,15000,Charges for Service
2019,,590,Revenue,2000000,Charges for Service
2019,,590,Revenue,15000,Charges for Service
2019,,590,Revenue,400000,Charges for Service
2019,,590,Revenue,2900000,Charges for Service
2019,,590,Revenue,40000,Fines and Forfeitures
2019,,590,Revenue,120000,Fines and Forfeitures
2019,,590,Revenue,39000,Interest and Rentals
2019,,590,Revenue,28000,Interest and Rentals
2019,,590,Revenue,0,Other Revenues
2019,,590,Revenue,2000,Other Revenues
2019,,590,Revenue,15000,Other Revenues
2019,,590,Revenue,417000,Contributions from Local Units
2019,Public Works,591,Expense,31000,Personal Services
2019,Public Works,591,Expense,327428,Personal Services
2019,Public Works,591,Expense,288186,Personal Services
2019,Water Utility,591,Expense,5583,Personal Services
2019,Water Utility,591,Expense,64535,Personal Services
2019,Water Utility,591,Expense,1237309,Personal Services
2019,Water Utility,591,Expense,5583,Personal Services
2019,Water Utility,591,Expense,68343,Personal Services
2019,Public Works,591,Expense,10000,Personal Services
2019,Water Utility,591,Expense,200915,Personal Services
2019,Water Utility,591,Expense,37638,Personal Services
2019,Water Utility,591,Expense,210769,Personal Services
2019,Water Utility,591,Expense,231648,Personal Services
2019,Public Works,591,Expense,20000,Personal Services
2019,Public Works,591,Expense,10000,Personal Services
2019,Public Works,591,Expense,20000,Personal Services
2019,Public Works,591,Expense,500,Personal Services
2019,Water Utility,591,Expense,54320,Personal Services
2019,Public Works,591,Expense,1020,Personal Services
2019,Public Works,591,Expense,68500,Personal Services
2019,Public Works,591,Expense,36800,Personal Services
2019,Water Utility,591,Expense,5000,Personal Services
2019,Water Utility,591,Expense,0,Personal Services
2019,Water Utility,591,Expense,75000,Personal Services
2019,Water Utility,591,Expense,5000,Personal Services
2019,Water Utility,591,Expense,0,Personal Services
2019,Public Works,591,Expense,510,Personal Services
2019,Water Utility,591,Expense,11250,Personal Services
2019,Water Utility,591,Expense,5000,Personal Services
2019,Water Utility,591,Expense,1000,Personal Services
2019,Water Utility,591,Expense,1000,Personal Services
2019,Public Works,591,Expense,32491,Personal Services
2019,Public Works,591,Expense,3215,Personal Services
2019,Public Works,591,Expense,26821,Personal Services
2019,Water Utility,591,Expense,434,Personal Services
2019,Water Utility,591,Expense,5712,Personal Services
2019,Water Utility,591,Expense,105290,Personal Services
2019,Water Utility,591,Expense,434,Personal Services
2019,Water Utility,591,Expense,5445,Personal Services
2019,Water Utility,591,Expense,16502,Personal Services
2019,Water Utility,591,Expense,3330,Personal Services
2019,Water Utility,591,Expense,16353,Personal Services
2019,Public Works,591,Expense,843,Personal Services
2019,Water Utility,591,Expense,18122,Personal Services
2019,Public Works,591,Expense,131498,Personal Services
2019,Public Works,591,Expense,134588,Personal Services
2019,Water Utility,591,Expense,59446,Personal Services
2019,Water Utility,591,Expense,1606,Personal Services
2019,Water Utility,591,Expense,60241,Personal Services
2019,Water Utility,591,Expense,22668,Personal Services
2019,Water Utility,591,Expense,1606,Personal Services
2019,Water Utility,591,Expense,329887,Personal Services
2019,Water Utility,591,Expense,10438,Personal Services
2019,Water Utility,591,Expense,1606,Personal Services
2019,Water Utility,591,Expense,70719,Personal Services
2019,Public Works,591,Expense,450,Personal Services
2019,Public Works,591,Expense,43,Personal Services
2019,Public Works,591,Expense,395,Personal Services
2019,Water Utility,591,Expense,8,Personal Services
2019,Water Utility,591,Expense,95,Personal Services
2019,Water Utility,591,Expense,1683,Personal Services
2019,Water Utility,591,Expense,8,Personal Services
2019,Water Utility,591,Expense,86,Personal Services
2019,Water Utility,591,Expense,292,Personal Services
2019,Water Utility,591,Expense,52,Personal Services
2019,Water Utility,591,Expense,277,Personal Services
2019,Public Works,591,Expense,14,Personal Services
2019,Water Utility,591,Expense,320,Personal Services
2019,Public Works,591,Expense,13224,Personal Services
2019,Public Works,591,Expense,167430,Personal Services
2019,Public Works,591,Expense,136245,Personal Services
2019,Public Works,591,Expense,4342,Personal Services
2019,Water Utility,591,Expense,88209,Personal Services
2019,Water Utility,591,Expense,13281,Personal Services
2019,Water Utility,591,Expense,62827,Personal Services
2019,Water Utility,591,Expense,22486,Personal Services
2019,Water Utility,591,Expense,1136,Personal Services
2019,Water Utility,591,Expense,323354,Personal Services
2019,Water Utility,591,Expense,19528,Personal Services
2019,Water Utility,591,Expense,1136,Personal Services
2019,Water Utility,591,Expense,65229,Personal Services
2019,Water Utility,591,Expense,8260,Personal Services
2019,Water Utility,591,Expense,447,Personal Services
2019,Water Utility,591,Expense,2904,Personal Services
2019,Water Utility,591,Expense,447,Personal Services
2019,Water Utility,591,Expense,224,Personal Services
2019,Water Utility,591,Expense,447,Personal Services
2019,Water Utility,591,Expense,74981,Personal Services
2019,Water Utility,591,Expense,0,Personal Services
2019,Water Utility,591,Expense,4066,Personal Services
2019,Public Works,591,Expense,2,Personal Services
2019,Public Works,591,Expense,1,Personal Services
2019,Public Works,591,Expense,0,Personal Services
2019,Public Works,591,Expense,0,Personal Services
2019,Water Utility,591,Expense,25178,Personal Services
2019,Public Works,591,Expense,2477,Personal Services
2019,Public Works,591,Expense,2861,Personal Services
2019,Water Utility,591,Expense,1636,Personal Services
2019,Water Utility,591,Expense,178,Personal Services
2019,Water Utility,591,Expense,89,Personal Services
2019,Water Utility,591,Expense,178,Personal Services
2019,Water Utility,591,Expense,1152,Personal Services
2019,Water Utility,591,Expense,178,Personal Services
2019,Water Utility,591,Expense,2127,Personal Services
2019,Water Utility,591,Expense,1772,Personal Services
2019,Public Works,591,Expense,0,Personal Services
2019,Public Works,591,Expense,0,Personal Services
2019,Water Utility,591,Expense,134000,Personal Services
2019,Water Utility,591,Expense,87000,Personal Services
2019,Public Works,591,Expense,23940,Personal Services
2019,Public Works,591,Expense,2539,Personal Services
2019,Public Works,591,Expense,20264,Personal Services
2019,Water Utility,591,Expense,12383,Personal Services
2019,Water Utility,591,Expense,804,Personal Services
2019,Water Utility,591,Expense,296,Personal Services
2019,Public Works,591,Expense,661,Personal Services
2019,Water Utility,591,Expense,110,Personal Services
2019,Water Utility,591,Expense,1331,Personal Services
2019,Water Utility,591,Expense,28110,Personal Services
2019,Water Utility,591,Expense,110,Personal Services
2019,Water Utility,591,Expense,1406,Personal Services
2019,Water Utility,591,Expense,4554,Personal Services
2019,Public Works,591,Expense,8778,Personal Services
2019,Public Works,591,Expense,5598,Personal Services
2019,Water Utility,591,Expense,1312,Personal Services
2019,Water Utility,591,Expense,77,Personal Services
2019,Water Utility,591,Expense,16144,Personal Services
2019,Water Utility,591,Expense,1639,Personal Services
2019,Water Utility,591,Expense,77,Personal Services
2019,Water Utility,591,Expense,3932,Personal Services
2019,Water Utility,591,Expense,889,Personal Services
2019,Water Utility,591,Expense,1591,Personal Services
2019,Water Utility,591,Expense,4231,Personal Services
2019,Public Works,591,Expense,0,Personal Services
2019,Public Works,591,Expense,0,Personal Services
2019,Water Utility,591,Expense,5000,Supplies
2019,Water Utility,591,Expense,250,Supplies
2019,Water Utility,591,Expense,1700,Supplies
2019,Water Utility,591,Expense,17800,Supplies
2019,Water Utility,591,Expense,400,Supplies
2019,Water Utility,591,Expense,120000,Supplies
2019,Water Utility,591,Expense,53500,Supplies
2019,Water Utility,591,Expense,2500,Supplies
2019,Water Utility,591,Expense,691440,Supplies
2019,Water Utility,591,Expense,1500,Supplies
2019,Water Utility,591,Expense,8890,Supplies
2019,Public Works,591,Expense,3000,Supplies
2019,Public Works,591,Expense,3500,Supplies
2019,Water Utility,591,Expense,1385,Supplies
2019,Water Utility,591,Expense,6500,Supplies
2019,Water Utility,591,Expense,1500,Supplies
2019,Public Works,591,Expense,117500,Supplies
2019,Public Works,591,Expense,13000,Supplies
2019,Public Works,591,Expense,87000,Supplies
2019,Public Works,591,Expense,500,Supplies
2019,Water Utility,591,Expense,140000,Supplies
2019,Water Utility,591,Expense,191000,Supplies
2019,Water Utility,591,Expense,6500,Supplies
2019,Water Utility,591,Expense,300,Supplies
2019,Water Utility,591,Expense,1500,Supplies
2019,Water Utility,591,Expense,10000,Supplies
2019,Water Utility,591,Expense,3500,Supplies
2019,Water Utility,591,Expense,3000,Other Services and Charges
2019,Water Utility,591,Expense,2200,Other Services and Charges
2019,Water Utility,591,Expense,6000,Other Services and Charges
2019,Water Utility,591,Expense,54000,Other Services and Charges
2019,Water Utility,591,Expense,3600,Other Services and Charges
2019,Water Utility,591,Expense,1117831,Other Services and Charges
2019,Water Utility,591,Expense,39860,Other Services and Charges
2019,Water Utility,591,Expense,181470,Other Services and Charges
2019,Water Utility,591,Expense,59166,Other Services and Charges
2019,Water Utility,591,Expense,5500,Other Services and Charges
2019,Water Utility,591,Expense,20100,Other Services and Charges
2019,Public Works,591,Expense,25140,Other Services and Charges
2019,Water Utility,591,Expense,5331,Other Services and Charges
2019,Water Utility,591,Expense,21605,Other Services and Charges
2019,Water Utility,591,Expense,4860,Other Services and Charges
2019,Water Utility,591,Expense,0,Other Services and Charges
2019,Water Utility,591,Expense,500,Other Services and Charges
2019,Water Utility,591,Expense,1060,Other Services and Charges
2019,Public Works,591,Expense,5000,Other Services and Charges
2019,Public Works,591,Expense,4500,Other Services and Charges
2019,Water Utility,591,Expense,2000,Other Services and Charges
2019,Water Utility,591,Expense,1412,Other Services and Charges
2019,Water Utility,591,Expense,9600,Other Services and Charges
2019,Water Utility,591,Expense,25830,Other Services and Charges
2019,Water Utility,591,Expense,1000,Other Services and Charges
2019,Water Utility,591,Expense,1000,Other Services and Charges
2019,Water Utility,591,Expense,3500,Other Services and Charges
2019,Public Works,591,Expense,3500,Other Services and Charges
2019,Public Works,591,Expense,4000,Other Services and Charges
2019,Water Utility,591,Expense,8100,Other Services and Charges
2019,Public Works,591,Expense,7591,Other Services and Charges
2019,Public Works,591,Expense,902,Other Services and Charges
2019,Public Works,591,Expense,6712,Other Services and Charges
2019,Water Utility,591,Expense,4401,Other Services and Charges
2019,Water Utility,591,Expense,828,Other Services and Charges
2019,Water Utility,591,Expense,4627,Other Services and Charges
2019,Public Works,591,Expense,231,Other Services and Charges
2019,Water Utility,591,Expense,123,Other Services and Charges
2019,Water Utility,591,Expense,1504,Other Services and Charges
2019,Water Utility,591,Expense,28010,Other Services and Charges
2019,Water Utility,591,Expense,123,Other Services and Charges
2019,Water Utility,591,Expense,1367,Other Services and Charges
2019,Water Utility,591,Expense,5097,Other Services and Charges
2019,Public Works,591,Expense,40,Other Services and Charges
2019,Water Utility,591,Expense,5300,Other Services and Charges
2019,Water Utility,591,Expense,57056,Other Services and Charges
2019,Water Utility,591,Expense,6873,Other Services and Charges
2019,Water Utility,591,Expense,1960,Other Services and Charges
2019,Water Utility,591,Expense,40,Other Services and Charges
2019,Water Utility,591,Expense,150,Other Services and Charges
2019,Water Utility,591,Expense,1400,Other Services and Charges
2019,Water Utility,591,Expense,2037899,Other Services and Charges
2019,Water Utility,591,Expense,1000,Other Services and Charges
2019,Water Utility,591,Expense,311145,Other Services and Charges
2019,Water Utility,591,Expense,15000,Other Services and Charges
2019,Water Utility,591,Expense,97240,Other Services and Charges
2019,Water Utility,591,Expense,11500,Other Services and Charges
2019,Water Utility,591,Expense,18001,Other Services and Charges
2019,Water Utility,591,Expense,1001,Other Services and Charges
2019,Water Utility,591,Expense,40500,Other Services and Charges
2019,Water Utility,591,Expense,217212,Other Services and Charges
2019,Water Utility,591,Expense,1000,Other Services and Charges
2019,Water Utility,591,Expense,2000,Other Services and Charges
2019,Water Utility,591,Expense,4500,Other Services and Charges
2019,Public Works,591,Expense,97500,Other Services and Charges
2019,Public Works,591,Expense,130000,Other Services and Charges
2019,Water Utility,591,Expense,26350,Other Services and Charges
2019,Water Utility,591,Expense,1500,Other Services and Charges
2019,Water Utility,591,Expense,52665,Other Services and Charges
2019,Water Utility,591,Expense,2500,Other Services and Charges
2019,Public Works,591,Expense,500,Other Services and Charges
2019,Public Works,591,Expense,500,Other Services and Charges
2019,Water Utility,591,Expense,8670,Other Services and Charges
2019,Public Works,591,Expense,758,Other Services and Charges
2019,Public Works,591,Expense,39295,Other Services and Charges
2019,Public Works,591,Expense,3019,Other Services and Charges
2019,Public Works,591,Expense,34884,Other Services and Charges
2019,Public Works,591,Expense,75000,Other Services and Charges
2019,Public Works,591,Expense,20000,Other Services and Charges
2019,Public Works,591,Expense,110000,Other Services and Charges
2019,Public Works,591,Expense,1000,Other Services and Charges
2019,Water Utility,591,Expense,2196,Other Services and Charges
2019,Water Utility,591,Expense,32000,Other Services and Charges
2019,Water Utility,591,Expense,8137,Other Services and Charges
2019,Water Utility,591,Expense,0,Other Services and Charges
