budget_year,department,fund_code,account_type,account_category,amount
FY19,Public Works,230,Expense,Other Services and Charges,16000
FY19,,249,Revenue,Fines and Forfeitures,16000
FY19,Public Works,203,Expense,Personal Services,16008
FY19,Public Works,661,Expense,Personal Services,16058
FY19,Water Utility,591,Expense,Personal Services,16144
FY19,,249,Revenue,Licenses and Permits,16250
FY19,Planning,256,Expense,Personal Services,16281
FY19,Water Utility,591,Expense,Personal Services,16353
FY19,Information Technology,101,Expense,Other Services and Charges,16500
FY19,Water Utility,591,Expense,Personal Services,16502
FY19,General Government,996,Expense,Other Services and Charges,16544
FY19,Police,101,Expense,Personal Services,16647
FY19,Fire,101,Expense,Personal Services,16827
FY19,Wastewater Utility,590,Expense,Other Services and Charges,16875
FY19,Police,101,Expense,Other Services and Charges,16900
FY19,Wastewater Utility,590,Expense,Personal Services,16912
FY19,Police,101,Expense,Personal Services,16935
FY19,,249,Revenue,Licenses and Permits,16950
FY19,Wastewater Utility,590,Expense,Personal Services,17000
FY19,Public Works,591,Expense,Other Services and Charges,17000
FY19,Parks and Recreation,208,Expense,Other Services and Charges,17200
FY19,Public Works,203,Expense,Other Services and Charges,17310
FY19,General Government,731,Expense,Other Services and Charges,17345
FY19,Police,101,Expense,Other Services and Charges,17365
FY19,Wastewater Utility,590,Expense,Other Services and Charges,17375
FY19,Finance,101,Expense,Other Services and Charges,17500
FY19,Planning,256,Expense,Other Services and Charges,17500
FY19,Information Technology,101,Expense,Personal Services,17578
FY19,Fire,101,Expense,Personal Services,17582
FY19,Wastewater Utility,590,Expense,Personal Services,17593
FY19,Water Utility,591,Expense,Supplies,17800
FY19,Public Works,202,Expense,Personal Services,17869
FY19,Public Works,202,Expense,Personal Services,17879
FY19,Fire,101,Expense,Supplies,18000
FY19,General Government,995,Expense,Other Services and Charges,18000
FY19,Water Utility,591,Expense,Other Services and Charges,18001
FY19,Police,101,Expense,Personal Services,18109
FY19,Water Utility,591,Expense,Personal Services,18122
FY19,,230,Revenue,Taxes,18159
FY19,Police,101,Expense,Personal Services,18250
FY19,Facilities,101,Expense,Personal Services,18270
FY19,Police,101,Expense,Other Services and Charges,18450
FY19,Planning,101,Expense,Personal Services,18457
FY19,,731,Revenue,Other Revenues,18500
FY19,Information Technology,101,Expense,Personal Services,18570
FY19,,680,Revenue,Interest and Rentals,18595
FY19,Wastewater Utility,590,Expense,Supplies,18951
FY19,Information Technology,101,Expense,Supplies,19000
FY19,Public Works,202,Expense,Personal Services,19000
FY19,Public Works,203,Expense,Other Services and Charges,19000
FY19,Public Works,591,Expense,Other Services and Charges,19000
FY19,Public Works,661,Expense,Supplies,19000
FY19,Public Works,202,Expense,Other Services and Charges,19009
FY19,General Government,682,Expense,Other Services and Charges,19076
FY19,District Court,101,Expense,Personal Services,19107
FY19,District Court,101,Expense,Other Services and Charges,19200
FY19,Permits,249,Expense,Personal Services,19262
FY19,Planning,256,Expense,Personal Services,19382
FY19,Wastewater Utility,590,Expense,Personal Services,19489
FY19,Assessor,101,Expense,Other Services and Charges,19500
FY19,,101,Revenue,Charges for Service,19500
FY19,Water Utility,591,Expense,Personal Services,19528
FY19,City Manager,101,Expense,Other Services and Charges,19980
FY19,Police,101,Expense,Personal Services,20000
FY19,Fire,101,Expense,Supplies,20000
FY19,Planning,101,Expense,Other Services and Charges,20000
FY19,,101,Revenue,Charges for Service,20000
FY19,,101,Revenue,Other Revenues,20000
FY19,Public Works,202,Expense,Personal Services,20000
FY19,Public Works,202,Expense,Other Services and Charges,20000
FY19,Public Works,202,Expense,Other Services and Charges,20000
FY19,,202,Revenue,Other Revenues,20000
FY19,Parks and Recreation,208,Expense,Capital Outlay,20000
FY19,Public Works,211,Expense,Personal Services,20000
FY19,Planning,256,Expense,Other Services and Charges,20000
FY19,Wastewater Utility,590,Expense,Capital Outlay,20000
FY19,Public Works,591,Expense,Personal Services,20000
FY19,Public Works,591,Expense,Personal Services,20000
FY19,Public Works,591,Expense,Other Services and Charges,20000
FY19,General Government,682,Expense,Other Services and Charges,20000
FY19,,731,Revenue,Other Revenues,20000
FY19,Permits,249,Expense,Other Services and Charges,20019
FY19,Permits,249,Expense,Other Services and Charges,20019
FY19,Permits,249,Expense,Other Services and Charges,20019
FY19,Permits,249,Expense,Other Services and Charges,20019
FY19,Wastewater Utility,590,Expense,Personal Services,20070
FY19,Water Utility,591,Expense,Other Services and Charges,20100
FY19,Public Works,590,Expense,Personal Services,20105
FY19,District Court,101,Expense,Other Services and Charges,20227
FY19,Public Works,591,Expense,Personal Services,20264
FY19,Police,101,Expense,Other Services and Charges,20275
FY19,Wastewater Utility,590,Expense,Personal Services,20428
FY19,City Manager,101,Expense,Other Services and Charges,20830
FY19,Facilities,401,Expense,Personal Services,20996
FY19,City Clerk,101,Expense,Personal Services,21176
FY19,Police,101,Expense,Other Services and Charges,21500
FY19,Facilities,101,Expense,Supplies,21530
FY19,Permits,249,Expense,Other Services and Charges,21550
FY19,Water Utility,591,Expense,Other Services and Charges,21605
FY19,Public Works,203,Expense,Other Services and Charges,21690
FY19,Police,101,Expense,Personal Services,21865
FY19,Fire,101,Expense,Personal Services,21865
FY19,Public Works,661,Expense,Personal Services,21966
FY19,Public Works,202,Expense,Other Services and Charges,22000
FY19,Parks and Recreation,208,Expense,Personal Services,22002
FY19,Wastewater Utility,590,Expense,Personal Services,22047
FY19,Public Works,202,Expense,Other Services and Charges,22091
FY19,Parks and Recreation,208,Expense,Personal Services,22218
FY19,Parks and Recreation,208,Expense,Personal Services,22218
FY19,,682,Revenue,Interest and Rentals,22318
FY19,Finance,101,Expense,Other Services and Charges,22335
FY19,Water Utility,591,Expense,Personal Services,22486
FY19,Water Utility,591,Expense,Personal Services,22668
FY19,Police,101,Expense,Capital Outlay,22900
FY19,Wastewater Utility,590,Expense,Other Services and Charges,22910
FY19,Parks and Recreation,208,Expense,Personal Services,22920
FY19,Public Works,202,Expense,Personal Services,22922
FY19,Public Works,211,Expense,Other Services and Charges,22991
FY19,,101,Revenue,Other Revenues,23000
FY19,Public Works,202,Expense,Other Services and Charges,23000
FY19,Parks and Recreation,208,Expense,Capital Outlay,23000
FY19,Police,101,Expense,Personal Services,23163
FY19,Parks and Recreation,208,Expense,Other Services and Charges,23212
FY19,Facilities,401,Expense,Personal Services,23308
FY19,Fire,101,Expense,Personal Services,23388
FY19,Wastewater Utility,590,Expense,Personal Services,23442
FY19,Public Works,661,Expense,Other Services and Charges,23500
FY19,Parks and Recreation,208,Expense,Other Services and Charges,23600
FY19,Water Utility,591,Expense,Debt Service,23625
FY19,,731,Revenue,Other Revenues,23800
FY19,Wastewater Utility,590,Expense,Personal Services,23812
FY19,Public Works,591,Expense,Personal Services,23940
FY19,Assessor,101,Expense,Personal Services,24000
FY19,Public Works,661,Expense,Personal Services,24111
FY19,Wastewater Utility,590,Expense,Other Services and Charges,24301
FY19,,208,Revenue,Charges for Service,24500
FY19,Facilities,401,Expense,Capital Outlay,24500
FY19,Parks and Recreation,208,Expense,Other Services and Charges,24820
FY19,City Manager,101,Expense,Personal Services,24992
FY19,,101,Revenue,Other Financing Sources,25000
FY19,,101,Revenue,Other Financing Sources,25000
FY19,,202,Revenue,Licenses and Permits,25000
FY19,Public Works,203,Expense,Other Services and Charges,25000
FY19,,203,Revenue,Licenses and Permits,25000
FY19,Public Works,590,Expense,Personal Services,25000
FY19,Wastewater Utility,590,Expense,Supplies,25000
FY19,Public Works,590,Expense,Other Services and Charges,25000
FY19,Public Works,590,Expense,Other Services and Charges,25000
FY19,Public Works,661,Expense,Other Services and Charges,25000
FY19,,661,Revenue,Charges for Service,25000
FY19,General Government,995,Expense,Transfers Out,25000
FY19,General Government,996,Expense,Transfers Out,25000
FY19,Assessor,101,Expense,Personal Services,25080
FY19,Police,101,Expense,Personal Services,25111
FY19,Public Works,202,Expense,Other Services and Charges,25140
FY19,Public Works,203,Expense,Other Services and Charges,25140
FY19,Public Works,590,Expense,Other Services and Charges,25140
FY19,Public Works,591,Expense,Other Services and Charges,25140
FY19,Water Utility,591,Expense,Personal Services,25178
FY19,Parks and Recreation,208,Expense,Supplies,25231
FY19,Wastewater Utility,590,Expense,Other Services and Charges,25748
FY19,Public Works,202,Expense,Other Services and Charges,25750
FY19,Water Utility,591,Expense,Other Services and Charges,25830
FY19,Facilities,401,Expense,Supplies,26050
FY19,Water Utility,591,Expense,Other Services and Charges,26350
FY19,Public Works,590,Expense,Personal Services,26406
FY19,Public Works,203,Expense,Supplies,26440
FY19,Public Works,590,Expense,Personal Services,26600
FY19,Public Works,591,Expense,Personal Services,26821
FY19,Parks and Recreation,208,Expense,Personal Services,26830
FY19,Parks and Recreation,208,Expense,Personal Services,27000
FY19,General Government,995,Expense,Other Services and Charges,27000
FY19,Wastewater Utility,590,Expense,Debt Service,27328
FY19,Parks and Recreation,208,Expense,Other Services and Charges,27340
FY19,Police,101,Expense,Capital Outlay,27500
FY19,,206,Revenue,Taxes,27600
FY19,Permits,249,Expense,Personal Services,27708
FY19,,256,Revenue,Other Revenues,28000
FY19,,590,Revenue,Interest and Rentals,28000
FY19,Water Utility,591,Expense,Other Services and Charges,28010
FY19,Water Utility,591,Expense,Personal Services,28110
FY19,Facilities,101,Expense,Personal Services,28184
FY19,Public Works,203,Expense,Personal Services,28288
FY19,Parks and Recreation,208,Expense,Personal Services,28410
FY19,General Government,679,Expense,Other Services and Charges,28516
FY19,,101,Revenue,State Grants,29000
FY19,Assessor,101,Expense,Personal Services,29215
FY19,General Government,681,Expense,Other Services and Charges,29400
FY19,Public Works,211,Expense,Other Services and Charges,29500
FY19,Police,101,Expense,Personal Services,29508
FY19,Parks and Recreation,208,Expense,Other Services and Charges,29790
FY19,Police,101,Expense,Other Services and Charges,29969
FY19,Police,101,Expense,Personal Services,29991
FY19,,101,Revenue,Other Revenues,30000
FY19,Parks and Recreation,208,Expense,Other Services and Charges,30000
FY19,,249,Revenue,Charges for Service,30000
FY19,Planning,256,Expense,Other Services and Charges,30000
FY19,Planning,256,Expense,Other Services and Charges,30000
FY19,Finance,101,Expense,Personal Services,30154
FY19,,681,Revenue,Charges for Service,30179
FY19,,731,Revenue,Other Revenues,30500
FY19,Fire,101,Expense,Personal Services,30735
FY19,Public Works,591,Expense,Personal Services,31000
FY19,Wastewater Utility,590,Expense,Other Services and Charges,31300
FY19,Planning,101,Expense,Personal Services,31567
FY19,General Government,683,Expense,Other Services and Charges,31642
FY19,City Council,101,Expense,Other Services and Charges,31950
FY19,,101,Revenue,Contributions from Local Units,32000
FY19,Public Works,590,Expense,Other Services and Charges,32000
FY19,Water Utility,591,Expense,Other Services and Charges,32000
FY19,Public Works,661,Expense,Personal Services,32000
FY19,Police,101,Expense,Personal Services,32100
FY19,Public Works,591,Expense,Personal Services,32491
FY19,Parks and Recreation,208,Expense,Personal Services,32677
FY19,Parks and Recreation,208,Expense,Personal Services,32677
FY19,District Court,101,Expense,Other Services and Charges,33000
FY19,Police,101,Expense,Other Services and Charges,33120
FY19,Public Works,202,Expense,Other Services and Charges,33208
FY19,District Court,101,Expense,Supplies,33300
FY19,Parks and Recreation,208,Expense,Personal Services,33750
FY19,Parks and Recreation,208,Expense,Personal Services,33998
FY19,Permits,249,Expense,Personal Services,34045
FY19,Public Works,590,Expense,Other Services and Charges,34085
FY19,Public Works,591,Expense,Other Services and Charges,34884
FY19,Public Works,203,Expense,Other Services and Charges,35000
FY19,Public Works,230,Expense,Personal Services,35000
FY19,General Government,731,Expense,Other Services and Charges,35000
FY19,Parks and Recreation,208,Expense,Personal Services,35065
FY19,Parks and Recreation,208,Expense,Other Services and Charges,35250
FY19,Fire,101,Expense,Personal Services,35588
FY19,Public Works,203,Expense,Other Services and Charges,36000
FY19,Parks and Recreation,208,Expense,Other Services and Charges,36200
FY19,Public Works,230,Expense,Personal Services,36800
FY19,Public Works,591,Expense,Personal Services,36800
FY19,Fire,101,Expense,Personal Services,37000
FY19,Public Works,661,Expense,Supplies,37000
FY19,Police,101,Expense,Other Services and Charges,37275
FY19,Water Utility,591,Expense,Personal Services,37638
FY19,Fire,101,Expense,Other Services and Charges,37673
FY19,City Clerk,101,Expense,Other Services and Charges,38000
FY19,Public Works,202,Expense,Other Services and Charges,38000
FY19,Parks and Recreation,208,Expense,Other Services and Charges,38550
FY19,Finance,101,Expense,Personal Services,38808
FY19,,206,Revenue,Taxes,38912
FY19,Fire,101,Expense,Supplies,39000
FY19,,590,Revenue,Interest and Rentals,39000
FY19,General Government,732,Expense,Other Services and Charges,39000
FY19,Public Works,591,Expense,Other Services and Charges,39295
FY19,Police,265,Expense,Capital Outlay,39600
FY19,Fire,101,Expense,Other Services and Charges,39852
FY19,Wastewater Utility,590,Expense,Other Services and Charges,39860
FY19,Water Utility,591,Expense,Other Services and Charges,39860
FY19,Police,101,Expense,Supplies,40000
FY19,Attorney,101,Expense,Other Services and Charges,40000
FY19,Assessor,101,Expense,Other Services and Charges,40000
FY19,Public Works,230,Expense,Other Services and Charges,40000
FY19,Wastewater Utility,590,Expense,Debt Service,40000
FY19,,590,Revenue,Fines and Forfeitures,40000
FY19,,591,Revenue,Other Revenues,40000
FY19,Permits,249,Expense,Personal Services,40192
FY19,General Government,684,Expense,Other Services and Charges,40365
FY19,Water Utility,591,Expense,Other Services and Charges,40500
FY19,Wastewater Utility,590,Expense,Debt Service,40560
FY19,Public Works,203,Expense,Personal Services,40900
FY19,Permits,249,Expense,Personal Services,40987
FY19,Parks and Recreation,208,Expense,Other Services and Charges,41400
FY19,Facilities,401,Expense,Other Services and Charges,42244
FY19,Parks and Recreation,208,Expense,Personal Services,43254
FY19,Police,101,Expense,Personal Services,43331
FY19,Parks and Recreation,208,Expense,Personal Services,43729
FY19,Permits,249,Expense,Personal Services,43753
FY19,,683,Revenue,Interest and Rentals,44116
FY19,Fire,101,Expense,Personal Services,44145
FY19,General Government,683,Expense,Other Services and Charges,44310
FY19,District Court,101,Expense,Other Services and Charges,44700
FY19,Public Works,591,Expense,Other Services and Charges,45000
FY19,,679,Revenue,Charges for Service,45000
FY19,Police,101,Expense,Personal Services,45118
FY19,Permits,249,Expense,Personal Services,46007
FY19,Fire,101,Expense,Personal Services,46047
FY19,,205,Revenue,Taxes,46100
FY19,,207,Revenue,Taxes,46100
FY19,General Government,680,Expense,Other Services and Charges,46127
FY19,Public Works,661,Expense,Other Services and Charges,46539
FY19,City Manager,101,Expense,Other Services and Charges,46880
FY19,Information Technology,101,Expense,Capital Outlay,47000
FY19,District Court,101,Expense,Personal Services,47041
FY19,Public Works,203,Expense,Personal Services,47073
FY19,Parks and Recreation,208,Expense,Personal Services,47290
FY19,Police,101,Expense,Supplies,47600
FY19,Public Works,202,Expense,Other Services and Charges,47600
FY19,Information Technology,101,Expense,Personal Services,47795
FY19,Wastewater Utility,590,Expense,Other Services and Charges,48000
FY19,,591,Revenue,Interest and Rentals,48000
FY19,Public Works,202,Expense,Personal Services,48050
FY19,City Manager,101,Expense,Personal Services,48081
FY19,Police,101,Expense,Personal Services,49737
FY19,Finance,101,Expense,Personal Services,49950
FY19,Parks and Recreation,208,Expense,Other Services and Charges,50000
FY19,,591,Revenue,Fines and Forfeitures,50000
FY19,General Government,800,Expense,Capital Outlay,50000
FY19,Wastewater Utility,590,Expense,Other Services and Charges,50001
FY19,City Council,101,Expense,Other Services and Charges,50600
FY19,Planning,256,Expense,Personal Services,51327
FY19,Wastewater Utility,590,Expense,Other Services and Charges,51372
FY19,,205,Revenue,Taxes,51882
FY19,Water Utility,591,Expense,Debt Service,52000
FY19,Planning,256,Expense,Other Services and Charges,52500
FY19,Water Utility,591,Expense,Other Services and Charges,52665
FY19,Public Works,230,Expense,Personal Services,52793
FY19,Wastewater Utility,590,Expense,Other Services and Charges,53425
FY19,Water Utility,591,Expense,Supplies,53500
FY19,Planning,256,Expense,Personal Services,53734
FY19,Water Utility,591,Expense,Debt Service,53750
FY19,Water Utility,591,Expense,Other Services and Charges,54000
FY19,Public Works,202,Expense,Personal Services,54208
FY19,Water Utility,591,Expense,Personal Services,54320
FY19,Fire,101,Expense,Other Services and Charges,54400
FY19,Police,101,Expense,Personal Services,55000
FY19,,249,Revenue,Federal Grants,55000
FY19,Planning,256,Expense,Other Services and Charges,55000
FY19,General Government,679,Expense,Other Services and Charges,55000
FY19,Finance,101,Expense,Personal Services,55104
FY19,,208,Revenue,Taxes,55300
FY19,Parks and Recreation,208,Expense,Personal Services,55713
FY19,Public Works,661,Expense,Personal Services,56698
FY19,Facilities,401,Expense,Personal Services,56792
FY19,Water Utility,591,Expense,Other Services and Charges,57056
FY19,Public Works,590,Expense,Supplies,57500
FY19,,400,Revenue,Taxes,57900
FY19,Public Works,590,Expense,Other Services and Charges,58000
FY19,General Government,731,Expense,Other Services and Charges,58295
FY19,Water Utility,591,Expense,Other Services and Charges,58590
FY19,General Government,683,Expense,Other Services and Charges,58594
FY19,Police,101,Expense,Other Services and Charges,58908
FY19,Water Utility,591,Expense,Other Services and Charges,59166
FY19,Public Works,203,Expense,Personal Services,59347
FY19,Water Utility,591,Expense,Personal Services,59446
FY19,,101,Revenue,Interest and Rentals,59770
FY19,District Court,101,Expense,Personal Services,59882
FY19,Parks and Recreation,208,Expense,Personal Services,59897
FY19,Fire,101,Expense,Personal Services,60000
FY19,Public Works,202,Expense,Other Services and Charges,60000
FY19,Wastewater Utility,590,Expense,Personal Services,60000
FY19,Water Utility,591,Expense,Debt Service,60000
FY19,,591,Revenue,Charges for Service,60000
FY19,,591,Revenue,Other Revenues,60000
FY19,General Government,682,Expense,Other Services and Charges,60049
FY19,Water Utility,591,Expense,Personal Services,60241
FY19,Facilities,101,Expense,Other Services and Charges,60840
FY19,Permits,249,Expense,Personal Services,60908
FY19,Public Works,203,Expense,Supplies,61000
FY19,General Government,731,Expense,Other Services and Charges,61000
FY19,Water Utility,591,Expense,Debt Service,61020
FY19,,256,Revenue,Other Revenues,61296
FY19,Police,101,Expense,Other Services and Charges,61500
FY19,,401,Revenue,Contributions from Local Units,61540
FY19,Police,101,Expense,Other Services and Charges,61840
FY19,Water Utility,591,Expense,Personal Services,62827
FY19,Wastewater Utility,590,Expense,Other Services and Charges,63732
FY19,General Government,800,Expense,Other Services and Charges,63825
FY19,Fire,101,Expense,Personal Services,64470
FY19,Water Utility,591,Expense,Personal Services,64535
FY19,,207,Revenue,Taxes,64853
FY19,Water Utility,591,Expense,Personal Services,65229
FY19,Parks and Recreation,208,Expense,Other Services and Charges,65450
FY19,Public Works,203,Expense,Personal Services,65659
FY19,District Court,101,Expense,Personal Services,65800
FY19,Facilities,101,Expense,Personal Services,65980
FY19,Fire,101,Expense,Personal Services,66331
FY19,,731,Revenue,Other Revenues,67017
FY19,Fire,101,Expense,Personal Services,67026
FY19,Planning,101,Expense,Personal Services,67129
FY19,,249,Revenue,Licenses and Permits,67600
FY19,City Council,101,Expense,Personal Services,67625
FY19,,101,Revenue,State Grants,68000
FY19,Water Utility,591,Expense,Personal Services,68343
FY19,Public Works,591,Expense,Personal Services,68500
FY19,Public Works,202,Expense,Other Services and Charges,69000
FY19,Public Works,230,Expense,Other Services and Charges,69060
FY19,General Government,679,Expense,Other Services and Charges,69190
FY19,Public Works,230,Expense,Other Services and Charges,69790
FY19,,101,Revenue,Taxes,70000
FY19,General Government,682,Expense,Other Services and Charges,70000
FY19,Wastewater Utility,590,Expense,Personal Services,70037
FY19,Water Utility,591,Expense,Personal Services,70719
FY19,General Government,683,Expense,Other Services and Charges,71580
FY19,Water Utility,591,Expense,Debt Service,71590
FY19,Planning,101,Expense,Other Services and Charges,71885
FY19,City Clerk,101,Expense,Personal Services,72000
FY19,City Clerk,101,Expense,Personal Services,72022
FY19,Public Works,203,Expense,Personal Services,72156
FY19,,208,Revenue,Charges for Service,73000
FY19,Parks and Recreation,208,Expense,Supplies,73450
FY19,Wastewater Utility,590,Expense,Personal Services,73534
FY19,Parks and Recreation,208,Expense,Personal Services,73544
FY19,,731,Revenue,Other Revenues,74500
FY19,Water Utility,591,Expense,Personal Services,74981
FY19,Public Works,661,Expense,Personal Services,74999
FY19,Public Works,202,Expense,Supplies,75000
FY19,Public Works,230,Expense,Other Services and Charges,75000
FY19,Water Utility,591,Expense,Personal Services,75000
FY19,Public Works,591,Expense,Other Services and Charges,75000
FY19,Public Works,591,Expense,Other Services and Charges,75000
FY19,Public Works,203,Expense,Supplies,75700
FY19,Wastewater Utility,590,Expense,Personal Services,76185
FY19,Water Utility,591,Expense,Other Services and Charges,76290
FY19,,683,Revenue,Charges for Service,76368
FY19,Police,101,Expense,Other Services and Charges,77182
FY19,Wastewater Utility,590,Expense,Personal Services,77588
FY19,,208,Revenue,Taxes,77823
FY19,Police,101,Expense,Personal Services,77861
FY19,Public Works,662,Expense,Capital Outlay,78000
FY19,Police,101,Expense,Personal Services,78879
FY19,District Court,101,Expense,Other Services and Charges,79680
FY19,Water Utility,591,Expense,Other Services and Charges,79850
FY19,Police,101,Expense,Other Services and Charges,80000
FY19,Public Works,203,Expense,Other Services and Charges,80000
FY19,Permits,249,Expense,Personal Services,80223
FY19,General Government,996,Expense,Other Services and Charges,81000
FY19,,400,Revenue,Taxes,81341
FY19,Public Works,202,Expense,Personal Services,82156
FY19,Police,101,Expense,Personal Services,82320
FY19,Wastewater Utility,590,Expense,Personal Services,82356
FY19,Information Technology,101,Expense,Other Services and Charges,82820
FY19,Public Works,203,Expense,Personal Services,83238
FY19,Police,101,Expense,Personal Services,83602
FY19,Finance,101,Expense,Other Services and Charges,84100
FY19,Fire,101,Expense,Personal Services,85000
FY19,Fire,101,Expense,Other Services and Charges,85268
FY19,Assessor,101,Expense,Personal Services,85886
FY19,Public Works,202,Expense,Personal Services,85899
FY19,Public Works,202,Expense,Personal Services,85994
FY19,Fire,101,Expense,Other Services and Charges,86000
FY19,,996,Revenue,Taxes,86000
FY19,Public Works,661,Expense,Personal Services,86095
FY19,District Court,101,Expense,Capital Outlay,87000
FY19,Water Utility,591,Expense,Personal Services,87000
FY19,Public Works,591,Expense,Supplies,87000
FY19,Police,101,Expense,Personal Services,87360
FY19,,208,Revenue,Federal Grants,87637
FY19,,208,Revenue,Federal Grants,87637
FY19,Water Utility,591,Expense,Personal Services,88209
FY19,Fire,101,Expense,Other Services and Charges,88550
FY19,,731,Revenue,Other Revenues,88600
FY19,Public Works,202,Expense,Personal Services,88637
FY19,Information Technology,101,Expense,Supplies,89000
FY19,Purchasing,101,Expense,Supplies,89466
FY19,,589,Revenue,Other Financing Sources,90000
FY19,Wastewater Utility,590,Expense,Transfers Out,90000
FY19,,590,Revenue,Charges for Service,90000
FY19,Water Utility,591,Expense,Transfers Out,90000
FY19,,591,Revenue,Charges for Service,90000
FY19,,592,Revenue,Other Financing Sources,90000
FY19,Public Works,230,Expense,Personal Services,90156
FY19,Facilities,401,Expense,Other Services and Charges,90720
FY19,Finance,320,Expense,Debt Service,91413
FY19,District Court,101,Expense,Personal Services,91448
FY19,,101,Revenue,State Grants,91450
FY19,Finance,101,Expense,Personal Services,91976
FY19,Public Works,203,Expense,Other Services and Charges,92913
FY19,Police,101,Expense,Other Services and Charges,93434
FY19,Parks and Recreation,208,Expense,Personal Services,93489
FY19,Public Works,661,Expense,Other Services and Charges,93800
FY19,,101,Revenue,Licenses and Permits,95000
FY19,Public Works,203,Expense,Other Services and Charges,95000
FY19,Water Utility,591,Expense,Other Services and Charges,97240
FY19,Public Works,591,Expense,Other Services and Charges,97500
FY19,Public Works,661,Expense,Other Services and Charges,97710
FY19,Public Works,203,Expense,Other Services and Charges,98000
FY19,Police,101,Expense,Other Services and Charges,99477
FY19,Wastewater Utility,590,Expense,Personal Services,99850
FY19,Police,101,Expense,Personal Services,99970
FY19,Police,101,Expense,Personal Services,100000
FY19,Public Works,202,Expense,Other Services and Charges,100000
FY19,Wastewater Utility,590,Expense,Other Services and Charges,100000
FY19,Public Works,661,Expense,Other Services and Charges,100000
FY19,,995,Revenue,Taxes,100000
FY19,Police,101,Expense,Personal Services,100864
FY19,City Clerk,101,Expense,Personal Services,102609
FY19,Public Works,202,Expense,Other Services and Charges,103149
FY19,Assessor,101,Expense,Personal Services,103291
FY19,Public Works,590,Expense,Personal Services,103595
FY19,Attorney,101,Expense,Other Services and Charges,105000
FY19,Water Utility,591,Expense,Personal Services,105290
FY19,Facilities,101,Expense,Other Services and Charges,105800
FY19,Wastewater Utility,590,Expense,Personal Services,105800
FY19,Permits,249,Expense,Personal Services,108270
FY19,Police,265,Expense,Capital Outlay,109286
FY19,District Court,101,Expense,Other Services and Charges,109320
FY19,Public Works,591,Expense,Other Services and Charges,110000
FY19,,591,Revenue,Charges for Service,110000
FY19,Public Works,662,Expense,Capital Outlay,110000
FY19,Police,101,Expense,Personal Services,111248
FY19,,208,Revenue,Other Revenues,111400
FY19,Fire,101,Expense,Personal Services,114065
FY19,Wastewater Utility,590,Expense,Debt Service,115000
FY19,General Government,682,Expense,Other Services and Charges,115318
FY19,Public Works,202,Expense,Personal Services,115603
FY19,Police,101,Expense,Personal Services,115925
FY19,Finance,101,Expense,Personal Services,116766
FY19,Public Works,591,Expense,Supplies,117500
FY19,Attorney,101,Expense,Other Services and Charges,120000
FY19,,590,Revenue,Fines and Forfeitures,120000
FY19,Water Utility,591,Expense,Supplies,120000
FY19,,591,Revenue,Fines and Forfeitures,120000
FY19,Information Technology,101,Expense,Other Services and Charges,124000
FY19,Wastewater Utility,590,Expense,Personal Services,124000
FY19,Fire,101,Expense,Personal Services,125000
FY19,Public Works,203,Expense,Other Services and Charges,125000
FY19,Facilities,401,Expense,Other Services and Charges,125590
FY19,City Manager,101,Expense,Personal Services,126749
FY19,Wastewater Utility,590,Expense,Other Services and Charges,127676
FY19,Permits,249,Expense,Personal Services,129377
FY19,Planning,256,Expense,Other Services and Charges,129662
FY19,Public Works,202,Expense,Other Services and Charges,130000
FY19,Public Works,202,Expense,Other Services and Charges,130000
FY19,Public Works,591,Expense,Other Services and Charges,130000
FY19,Permits,249,Expense,Personal Services,130656
FY19,Water Utility,591,Expense,Debt Service,130700
FY19,Public Works,591,Expense,Personal Services,131498
FY19,Public Works,590,Expense,Personal Services,132089
FY19,Wastewater Utility,590,Expense,Supplies,133000
FY19,Water Utility,591,Expense,Personal Services,134000
FY19,Public Works,591,Expense,Personal Services,134588
FY19,Parks and Recreation,208,Expense,Other Services and Charges,134600
FY19,,591,Revenue,Interest and Rentals,135000
FY19,Police,101,Expense,Other Services and Charges,135406
FY19,Information Technology,101,Expense,Personal Services,135631
FY19,Public Works,591,Expense,Personal Services,136245
FY19,General Government,731,Expense,Other Services and Charges,136350
FY19,,680,Revenue,Charges for Service,138578
FY19,General Government,732,Expense,Other Services and Charges,139725
FY19,Water Utility,591,Expense,Supplies,140000
FY19,,662,Revenue,Other Revenues,140000
FY19,Parks and Recreation,208,Expense,Personal Services,140325
FY19,Wastewater Utility,590,Expense,Personal Services,141000
FY19,Public Works,203,Expense,Personal Services,141554
FY19,,731,Revenue,Other Revenues,141850
FY19,,249,Revenue,Licenses and Permits,141900
FY19,Police,101,Expense,Other Services and Charges,142000
FY19,Planning,256,Expense,Other Services and Charges,143982
FY19,,249,Revenue,Licenses and Permits,150775
FY19,Public Works,202,Expense,Other Services and Charges,153550
FY19,General Government,731,Expense,Other Services and Charges,154578
FY19,General Government,256,Revenue,Federal Grants,154662
FY19,Public Works,202,Expense,Supplies,161700
FY19,Parks and Recreation,208,Expense,Personal Services,162059
FY19,Fire,101,Expense,Personal Services,164845
FY19,General Government,731,Expense,Other Services and Charges,166500
FY19,Public Works,591,Expense,Personal Services,167430
FY19,,208,Revenue,Charges for Service,168000
FY19,General Government,678,Expense,Other Services and Charges,168000
FY19,City Manager,101,Expense,Personal Services,169967
